Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
52,2015-16,8,"ಶ್ರೀ ಕರಿಯಪ್ಪ ಬಿನ್ ತಿಮ್ಮಯ್ಯಗೌಡ ನಂ:15, 4ನೇ ಅಡ್ಡರಸ್ತೆ, 6ನೇ ಮುಖ್ಯರಸ್ತೆ, ಬನಗಿರಿನಗರ, ಬನಶಂಕರಿ 3ನೇ ಹಂತ,       ಬೆಂಗಳೂರು-85 ಇವರಿಗೆ ತ್ರಿವಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ","Mr Kariyappa bin Thimmaiah Gowda No. 15, 4th Crossroads, 6th Main Road, Banagirinagar, Banashankari 3rd Stage, Bangalore-85 for Triquak Vehicle Purchase",0.89
53,2015-16,9,ವಾರ್ಡ್ ನಂ:161ರ ಹೊಸಕೆರೆಹಳ್ಳಿ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ತಿಮ್ಮರಾಯಗೌಡ ಲೇಔಟ್‍ನಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: 161 The Clean Drinking Water Unit is being constructed at Thimarayagoda Layout in New Harehalli Ward.,10.0
54,2015-16,10,ವಾರ್ಡ್ ನಂ:161ರ ಹೊಸಕೆರೆಹಳ್ಳಿ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಕೆರೆಕೋಡಿ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: Construction work on the clean drinking water unit near Kerekodi at the New Harehalli Ward 161.,10.0
55,2015-16,11,ವಾರ್ಡ್ ನಂ:165ರ ಗಣೇಶ ಮಂದಿರ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಮುನಿರೆಡ್ಡಿ ಬಿಲ್ಡಿಂಗ್ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: 165 Ganesha MandirThe construction of a clean drinking water unit near the Munirady Building in Ward.,10.0
56,2015-16,12,ವಾರ್ಡ್ ನಂ:165ರ ಗಣೇಶ ಮಂದಿರ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಪಾಪಯ್ಯ ಗಾರ್ಡ್‍ನ್ ಹತ್ತಿರಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: 165 Ganesha MandirNear the Papaya Gardin in the wardClean drinking water unit is the construction work.,10.0
57,2015-16,13,ವಾರ್ಡ್ ನಂ:166ರ ಕರೀಸಂದ್ರ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಕಾವೇರಿನಗರ ಕೃಷ್ಣಗ್ರಾಂಡ್ ಹೋಟೇಲ್‍ನ ಕೊನೆಯ ರಸ್ತೆಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: 166 Construction of a clean drinking water unit on the last road of Cauvery Nagar Krishn Grid Hotel at Karisandra Ward.,10.0
58,2015-16,14,ವಾರ್ಡ್ ನಂ:166ರ ಕರೀಸಂದ್ರ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಶ್ರೀಗಂಗಮ್ಮ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: 166 Construction of clean drinking water plant near SriGangamma temple in Karisandra Ward.,10.0
59,2015-16,15,ವಾರ್ಡ್ ನಂ:166ರ ಕರೀಸಂದ್ರ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಎ.ಕೆ. ಕಾಲೋನಿ ಜಯನಗರದಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: 166 in Karisandra Ward. A clean drinking water unit is constructed at Colony Jayanagar.,10.0
60,2015-16,16,ವಾರ್ಡ್ ನಂ:180ರ ಬನಶಂಕರಿ ದೇವಸ್ಥಾನದ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಪ್ರಗತಿಪುರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"Ward No: Construction of Pragatipur Pure Drinking Water Unit at Banashankari Temple Ward, 180.",10.0
61,2015-16,17,ವಾರ್ಡ್ ನಂ:180ರ ಬನಶಂಕರಿ ದೇವಸ್ಥಾನದ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಟೀಚರ್ಸ್ ಕಾಲೋನಿಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"Ward No: The Clean Drinking Water Unit is built at the Teachers' Colony in Banarasankari Temple Ward, 180.",10.0
62,2015-16,18,Providing outdoor Gym equipments at Brundavan park in Ganesh Mandira ward no165 ,Providing outdoor Gym equipments at Brundavan park in Ganesh Mandira ward no165 ,19.0
63,2015-16,19,Providing children equipments Vishveswaraian park in ward no 165. ,Providing children equipments Vishveswaraian park in ward no 165. ,8.0
64,2015-16,20,Improvement works in C.A Site Oppsite Padmanabhanagara Sub-Division in Padmanabhanagara Ward No.182.,Improvement works in C.A Site Oppsite Padmanabhanagara Sub-Division in Padmanabhanagara Ward No.182.,25.0
65,2015-16,21,"ಪದ್ಮನಾಭನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ         ವಾರ್ಡ್-166, ಕರೀಸಂದ್ರ ವಾರ್ಡ್‍ನಲ್ಲಿ ಲಕ್ಷ್ಮಣ್‍ರಾವ್ ಬುಲೇವಾರ್ಡ್ “ಎಫ್” ಪಾರ್ಕ್ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Padmanabhanagar MLA Assembly Ward-166, Lakshmanrao Blvdard ""F"" Park Development Work at Karisandra Ward.",25.0
66,2015-16,22,"ಶ್ರೀಮತಿ ಲಕ್ಷ್ಮೀದೇವಿ, ನಂ:32, 5ನೇ ಮುಖ್ಯ ರಸ್ತೆ, 4ನೇ ಅಡ್ಡರಸ್ತೆ, ಚನ್ನಮಮ್ಮನಕೆರೆ ಅಚ್ಚುಕಟ್ಟು, ಬನಶಂಕರಿ 3ನೇ ಹಂತ, ಬೆಂಗಳೂರು-85 ರವರಿಗೆ ತ್ರಿಚಕ್ರವಾಹನ ಖರೀದಿಗಾಗಿ","Mrs. Lakshmi Devi, No. 32, 5th Main Road, 4th Cross Road, Chennamma Mankere Prakash, Banashankari 3rd Stage, Bangalore-85 for purchase of Trichirakavah",0.86
67,2016-17,1,"ಪದ್ಮನಾಭನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.181, ನಂ.827 – 53ನೇ ಕ್ರಾಸ್, 24ನೇ ಮುಖ್ಯರಸ್ತೆ, 1ನೇ ಹಂತ ಕುಮಾರಸ್ವಾಮಿ ಬಡಾವಣೆಯಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Padmanabhanagar Municipal Assembly Ward No.181, No. 827 - 53th Cross, 24th Main Road, 1st Stage Community Building Building at Kumaraswamy Layout.",25.0
68,2016-17,2,"Construction of retaining wall & other Improvements around Library Building @ Vajapayee Park, K.S.Layout in ward No.181 ","Construction of retaining wall & other Improvements around Library Building @ Vajapayee Park, K.S.Layout in ward No.181 ",20.0
69,2016-17,3,ವಾರ್ಡ್ ನಂ:180ರ ಬನಶಂಕರಿ ದೇವಸ್ಥಾನದ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಮಾರಮ್ಮ ದೇವಸ್ಥಾನದ ಬಳಿ  ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"Ward No: Construction of a clean drinking water unit near Maramma temple at Banashankari Temple Ward, 180.",10.0
70,2016-17,4,"ವಾರ್ಡ್ ನಂ:181ರ ಕುಮಾರಸ್ವಾಮಿ ಲೇಔಟ್, ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಶ್ರೀ ಶೈಲ ವಿದ್ಯಾಸಂಸ್ಥೆಯ ಎದುರು ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No .: Kumarswamy layout of 181, construction of pure drinking water unit opposite Sri Shila Vidyalaya in Ward.",10.0
71,2016-17,5,"ವಾರ್ಡ್ ನಂ:181ರ ಕುಮಾರಸ್ವಾಮಿ ಲೇಔಟ್, ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಏರೀಸ್ ಸ್ಲಂ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No .: Kumarswamy layout of 181, construction of Aries slum drinking water unit in Ward.",10.0
72,2016-17,6,"ವಾರ್ಡ್ ನಂ:181ರ ಕುಮಾರಸ್ವಾಮಿ                 ಲೇಔಟ್, ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಜೆ.ಹೆಚ್.ಬಿ.ಸಿ.ಎಸ್ ಲೇಔಟ್‍ನ 2ನೇ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿರುವ ನಂದಿನಿ ಡೈರಿ ಮಿಲ್ಕ್ ಸರಬರಾಜು ಕೇಂದ್ರ ಪಕ್ಕದಲ್ಲಿ  ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No .: Kumarswamy Layout, 181 Construction of clean drinking water unit beside the Nandini dairy Milk Supply Center on 2nd Main Road, JHBS Layout, Ward, Ward.",10.0
73,2016-17,7,"ವಾರ್ಡ್ ನಂ:181ರ ಕುಮಾರಸ್ವಾಮಿ ಲೇಔಟ್, ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಮೀನಾಜ್ ನಗರದ ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರೈಮರಿ ಶಾಲೆಯಲ್ಲಿ ಖಾಲಿ ನಿವೇಶನದ ಬಳಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No .: Kumarswamy Layout, 181 Construction of Pure Drinking Water Unit near the vacant site at Government Urdu Primary School in Meenaj, Ward.",10.0
74,2016-17,8,ವಾರ್ಡ್ ನಂ:182ರ ಪದ್ಮನಾಭನಗರದ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ 18ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"Ward No: 182 Padmabhavanagar Ward, 18th Main Street, is a clean drinking water unit.",10.0
75,2016-17,9,ವಾರ್ಡ್ ನಂ:182ರ ಪದ್ಮನಾಭನಗರದ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಗೌಡನಪಾಳ್ಯ ಹೊಂಗೆ ಮರದ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: Construction of clean drinking water unit at Gowdanapalya Hongge tree in Padmanabhapuram Ward 182.,10.0
76,2016-17,10,ವಾರ್ಡ್ ನಂ:183ರ ಚಿಕ್ಕಕಲ್ಲಸಂದ್ರ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಭುವನೇಶ್ವರಿ ನಗರ ಪಾರ್ಕ್ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: Construction work of clean drinking water near Bhubaneswari city park in Chikkakalasandra Ward 183.,10.0
77,2016-17,11,ವಾರ್ಡ್ ನಂ:183ರ ಚಿಕ್ಕಕಲ್ಲಸಂದ್ರ ವಾರ್ಡ್‍ರಲ್ಲಿರುವ ಕಾಕತೀಯನಗರ ಪಾರ್ಕ್ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: Construction work of clean drinking water near Kakatiya Nagar in Chikkakalasundra Ward 183.,10.0
78,2016-17,12,"ಭುವನೇಶ್ವರಿ ಒಕ್ಕಲಿಗರ ಮಹಿಳಾ ಸಂಘ (ರಿ), ನಂ:1014/2002-03, 24ನೇ ಮುಖ್ಯರಸ್ತೆ, 22ನೇ ಅಡ್ಡರಸ್ತೆ, (ವಿಶ್ವೇಶ್ವರಪುರ ಔಷಧ ವಿಜ್ಞಾನ ಮಹವಿದ್ಯಾಲಯ ಆವರಣ) ಬನಶಂಕರಿ 2ನೇ ಹಂತ, ಬೆಂಗಳೂರು-70 ಇಲ್ಲಿ ಭುವನೇಶ್ವರಿ ಒಕ್ಕಲಿಗರ ಮಹಿಳಾ ಸಂಘ (ರಿ) ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bhuvaneswari Okkilagar Mahila Sangha (R), No. 1014 / 2002-03, 24th Main Road, 22nd Crossroads, (Visvesvarapura Pharmaceutical College Campus) Banashankari 2nd Stage, Bangalore-70 Bhuvaneshwari Okkilagar Mahila Sangha (R) Association Building Building",10.0
79,2016-17,13,ಪದ್ಮನಾಭನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಗೊಳಪಡುವ ವಾರ್ಡ್ ನಂ:161 ಹೊಸಕೆರೆಹಳ್ಳಿ ಪೇಟೆ ಅರಳಿಮರ ಹೊಸಕೆರೆಹಳ್ಳಿ ಶ್ರೀ ಗುರು ಶನಿದೇವರ ದೇವಾಲಯದ ಪ್ರಾರ್ಥನಾ ಮಂದಿರದ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Padmanabhanagar Municipal Assembly Constituency Ward No: 161 Newkerehalli Payte Aralimara Newkerahalli Sri Guru Shanadevara Temple The construction work of the shrine.,20.0
80,2016-17,14,ಪದ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕುಮಾರಸ್ವಾಮಿ ಬಡಾವಣೆಯ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ  ಸಿ.ಸಿ. ಟಿವಿ ಕ್ಯಾಮೆರಾ ವ್ಯವಸ್ಥೆಯನ್ನು ಅಳವಡಿಸಲು, CCM is in the area of ​​Padma Nagar assembly constituency of Kumaraswamy. To install a TV camera system,3.0
81,2016-17,15,ಪದ್ಮನಾಭನಗರ ವಾರ್ಡಿನ ಬಿಹೆಚ್‍ಸಿಎಸ್ ಲೇಔಟ್‍ನಲ್ಲಿ ಸಮುದಾಯ ಭವನದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ  ಕಾಮಗಾರಿ,Community Building Building construction at BHSS Layout in Padmanabhanagar ward,10.0
82,2016-17,16,"ಶ್ರೀ ಗುರುಸಿದ್ಧಯ್ಯ #3635, 9ನೇ ಮುಖ್ಯರಸ್ತೆ, 4ನೇ ಅಡ್ಡರಸ್ತೆ ಕಾವೇರಿನಗರ, ಬನಶಂಕರಿ 2ನೇಹಂತ, ಬೆಂಗಳೂರು.70 ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ","Sri Gurudasayya # 3635, 9th Main Road, 4th Cross Road, Cauvery Nagar, Banashankari 2nd Floor, Bangalore .70 For Triplicate Vehicle Purchase",0.8
83,2016-17,17,ಪಧ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.182 ರಲ್ಲಿ ಬಿಹೆಚ್‍ಸಿಎಸ್ ಬಡಾವಣೆಯಲ್ಲಿ ಸಮುದಾಯ ಭವನದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Community Building Building construction at BHSS Layout in Ward No.182 of Padmanabhanagar assembly constituency.,10.0
84,2016-17,18,ಪಧ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಹೊಸಕೆರೆಹಳ್ಳಿ ವಾರ್ಡ್ ನಂ.161 ರಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು  ಅದಕ್ಕೆ ಮೋಟಾರ್ ಮತ್ತು ಸಂಬಂಧಪಟ್ಟ ಸಲಕರಣೆಗಳನ್ನು ಅಳವಡಿಸಲು ಮತ್ತು ರಸ್ತೆಗಳಿಗೆ ಪೈಪ್‍ಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,The construction of the pipes in the Pudmanabhanagar Assembly constituency is to be dug in the New Hherahahalli Ward No.161 to incorporate motor and related equipment and install pipes for roads.,6.0
85,2016-17,19,ಪಧ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಹೊಸಕೆರೆಹಳ್ಳಿ ವಾರ್ಡ್ ನಂ.161 (ದ್ವಾರಕನಗರ) ರಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು  ಅದಕ್ಕೆ ಮೋಟಾರ್ ಮತ್ತು ಸಂಬಂಧಪಟ್ಟ ಸಲಕರಣೆಗಳನ್ನು ಅಳವಡಿಸಲು ಮತ್ತು ರಸ್ತೆಗಳಿಗೆ ಪೈಪ್‍ಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,The construction of the pipes for the motor and related equipment and the installation of pipes for roads in Pudmanabhanagar assembly constituency Newkerehalli Ward No.161 (Dwarkanagar),6.0
86,2016-17,20,ಕು|| ತಾರಾ ಬಿನ್ ಲೇಟ್ ಹನುಮಂತಪ್ಪ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ,Ku Tara bin Late Hanumanthappa for a three-wheel drive vehicle,0.75
87,2016-17,21,ಪಧ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.161ರ ಹೊಸಕೆರೆಹಳ್ಳಿಯಲ್ಲಿ ಜಗಶಕ್ತಿನಗರದಲ್ಲಿ ಹೊಸದಾಗಿ ಅಂಗನವಾಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣದ ಕಾಮಗಾರಿ.,Construction of newly built Anganwadi building in Jagshaknagar in New Hherahalli Ward Ward 161 of Padmanabhanagar assembly constituency.,6.5
88,2017-18,1,"ಪದ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.161, ಹೊಸಕೆರೆಹಳ್ಳಿ ಇಲ್ಲಿ ಶ್ರೀ ಬಲಮುರಿ ಗಣಪತಿ ಶ್ರೀ ಶಕ್ತಿ ದೇವಿ ಸಹಿತ ದೇವಸ್ಥಾನದಲ್ಲಿ ಸಮುದಾಯ ಭವನದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Padmanabhanagar assembly constituency Ward No.161, Hoshekerahalli, Sri Balmuri Ganapathi Sri Shakti Devi is a temple dedicated to the construction of a community hall in the temple.",5.0
89,2017-18,2,"ಪದ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.161, ಹೊಸಕೆರೆಹಳ್ಳಿಯಲ್ಲಿ ಶ್ರೀ ಮಾರಮ್ಮ ದೇವಸ್ಥಾನದಲ್ಲಿ ಸಮುದಾಯ ಭವನದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No 161, Padmanabhanagar assembly constituency, construction of community hall at Sri Maramma temple in Hosheerahalli.",5.0
90,2017-18,3,"ಪದ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.161, ಹೊಸಕೆರೆಹಳ್ಳಿಯಲ್ಲಿ ಶ್ರೀ ವೀರಭದ್ರಸ್ವಾಮಿ ದೇವಸ್ಥಾನದಲ್ಲಿ ಸಮುದಾಯ ಭವನದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No 161, Padmanabhanagar assembly constituency building construction of the community hall at Sri Veerabhadraswamy temple in Hosikerehalli.",10.0
91,2017-18,4,"ಪದ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.161, ಹೊಸಕೆರೆಹಳ್ಳಿಯಲ್ಲಿ ಶ್ರೀ ವಿದ್ಯಾ ಗಣಪತಿ ಸೇವಾ ಸಮಿತಿ ಟ್ರಸ್ಟ್(ರಿ), ದ್ವಾರಕನಗರ, ಹೊಸಕೆರೆಹಳ್ಳಿ, ಬನಶಂಕರಿ 3ನೇ ಹಂತ, ಬೆಂಗಳೂರು ಇಲ್ಲಿ ಸಮುದಾಯ ಭವನದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Padmanabhanagar assembly constituency Ward No.161, Shri Vidya Ganapathi Seva Samithi Trust (R), Dwarkanagar, Hosheerahalli, Banashankari 3rd Stage, Bangalore Building Building at Community Hall.",10.0
92,2017-18,5,"Repairs and Improvemental works to Library building at 5th main, Elephant rock road, 3rd block, Jayanagara in Ward No.167.","Repairs and Improvemental works to Library building at 5th main, Elephant rock road, 3rd block, Jayanagara in Ward No.167.",50.0
93,2017-18,6,"ಪಧ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.161ರ ಹೊಸಕೆರೆಹಳ್ಳಿ, ಅಂಗನವಾಡಿ ಕೇಂದ್ರವು ಮಾರುತಿನಗರದಲ್ಲಿದ್ದು ಈ ಅಂಗನವಾಡಿಯ ಕಟ್ಟಡದ ಕಾಮಗಾರಿ.","The construction of the Anganwadi Building is located in Maruthinagar, New Hariharalli, Anganwadi Center, Ward No.161 of Padmanabhnagar Assembly constituency.",3.5
94,2017-18,7,ಪಧ್ಮನಾಭನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.182ರ ಪಧ್ಮನಾಭನಗರದ ಗುರುರಾಜ ಬಡಾವಣೆಯಲ್ಲಿ ಸಮುದಾಯ ಭವನ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"Community Building Building construction at Gurudaraja Layout, Padmanabhanagar, Ward No.182 of Padmanabhanagar assembly constituency.",15.0
