Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
65,2015-16,12,"ನಂದಿನಿ ಲೇಔಟ್ ವಾರ್ಡ್-43ರ ಪರ್ವತ ಆಚಿಜಿನೇಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ಮುಂಭಾಗ, ಸಾಕಮ್ಮ ಬಡಾವಣೆ, ನಂದಿನಿಲೇಔಟ್, ಬೆಂ-96 ಇಲ್ಲಿ ಸ್ಥಳೀಯ ಶಾಸಕರ ಪ್ರದೇಶಾಭಿವೃದ್ಧಿ ಯೋಜನೆಯಡಿಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವ ಬಗ್ಗೆ","Nandini Layout Ward -43 Front of Aichinjeeya Swami Temple, Sattamma Layout, Nandinilayout, Bem-96 About the Issue of Grants to Set Up a Pure Drinking Water Unit at Local MLAs Area Development Scheme",18.0
66,2015-16,13,ನಂದಿನಿ ಲೇಔಟ್ ವಾರ್ಡ್-43ರ ರವಿ ಬಡಾವಣೆ ನಂದಿನಿ ಬಡಾವಣೆ ಬೆಂ-96 ಇಲ್ಲಿ ಸ್ಥಳೀಯ ಶಾಸಕರ ಪ್ರದೇಶಾಭಿವೃದ್ಧಿ ಯೋಜನೆಯಡಿಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವ ಬಗ್ಗೆ,Nandini Layout Ward - 43 Ravi Layout Nandini Layout BM-96 is about granting sanction to establish a clean drinking water unit under the Local MLA's Area Development Scheme,18.0
67,2015-16,14,"ವಾರ್ಡ್ ನಂ.68, ಮಹಾಲಕ್ಷ್ಮೀಪುರಂ, ಚಿನ್ನಪ್ಪ ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ, 1ನೇ ಮಹಡಿ, ಡಯಾಲಿಸಿಸ್ ಸೆಚಿಟರ್‍ಗೆ ಡಯಾಲಿಸಸ್ ಮೆಶಿನ್ ಹಾಗೂ ಯು.ಪಿ.ಎಸ್ ಖರೀದಿಸಲು","Ward No.68, Mahalaxmiipuram, Chinnappa Government Hospital, 1st Floor, Dialysis Machine and UPS for Dialysis SECHITOR",0.4
68,2015-16,15,"ನಾಗಪುರ ವಾರ್ಡ್ ನಂ:67ರಲ್ಲಿ ಬರುವ ವಿದ್ಯಾಭಾರತಿ ಇಂಗ್ಲೀಷ್ ಸ್ಕೂಲ್ ನಂ:463, ಪಶ್ಚಿಮ ಕಾರ್ಡ್ ರಸ್ತೆ, ಮಹಾಲಕ್ಷ್ಮೀಪುರಂ 2ನೇ ಹಂತ ಬೆಂ-86 ಶಾಲೆಗೆ  ಒ-ಗ್ರಂಥಾಲಯವನ್ನು ಸ್ಥಾಪಿಸಲು ಅನುದಾನ ಬಿಡುಗಡೆ","Vidyabharathi English School No: 463, Nagpur Ward No: 463, West Card Road, Mahalaxmiipuram 2nd Stage B-86 School to be set up for O-Library",4.0
69,2015-16,16,"ನಂದಿನಿ ಲೇಔಟ್ ವಾರ್ಡ್-43ರಲ್ಲಿ ಬರುವ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಮುಳಗಲ್ ವ್ಯಾಲಿ (ಕಂಠೀರವ ನಗರ)  ನಂದಿನಿ ಲೇಔಟ್, ಬೆಂಗಳೂರು ಉತ್ತರವಲಯ-1, ಬೆಂಗಳೂರು-96 ಶಾಸಕರ ಪ್ರದೇಶಾಭಿವೃದ್ಧಿ ಯೋಜನೆಯಡಿಯಲ್ಲಿ ಸುಣ್ಣ-ಬಣ್ಣ ಹಾಗೂ ಇತರೆ ಹೆಚ್ಚುವರಿ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ ಮಾಡಿಸುವುದು","Senior Primary Primary School, Nandini Layout Ward-43, Nalini Layout (Kanteerava Urban) Nandini Layout, Bangalore Northwest -1, Bangalore-96 MLAs Development of Lime and Other Development",0.59
70,2015-16,17,"ನಂದಿನಿಲೇಔಟ್ ವಾರ್ಡ್ ನಂ:43ರಲ್ಲಿ ಬರುವ ನಂದಿನಿ  ಲೇಔಟ್‍ನಲ್ಲಿನ ಸಕ್ರ್ಯಲರ್ ಪಾರ್ಕ್, ನಗೆಕೂಟಕ್ಕೆ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರಿಟ್ ಪ್ಲೋರಿಂಗ್ ಮತ್ತು ಶೌಚಾಲಯ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವುದು.","Sakharyler Park in Nandini Layout, Nandinileout Ward No. 43, Cement Concrete Plooring and Toilet Development for Laughter.",7.0
71,2015-16,18,ಸÁ್ವಮಿ ವಿವೇಕಾನಂದ ಉದ್ಯಾನವನ ಶಂಕರಮಠ ಇಲಲಿ ರೂಫೀಂಗ್ ಶೀಟ್ ವಿಸ್ತರಿಸುವುದು,Expanding the Roaming Sheet of the Vivekananda Park Shankarram,3.0
72,2015-16,19,ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ  ವಾರ್ಡ್ ನಂ:68ರಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅನುದಾನ ಬಿಡುಗಡೆ,The grant was released to set up a clean drinking water unit at Ward No. 68 of Mahalakshmi Layout assembly constituency,15.0
73,2015-16,20,ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ  ವಾರ್ಡ್ ನಂ:68ರಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸಲು ಇನ್ನಿತರೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗೆ ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವ ಬಗ್ಗೆ.,Issue of grant to other development works to establish a clean drinking water unit at Ward No. 68: Mahalakshmi Layout Assembly Constituency.,3.0
74,2015-16,21,ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ  ವಾರ್ಡ್ ನಂ:44ರಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅನುದಾನ ಬಿಡುಗಡೆ,The grant was released to set up a clean drinking water unit at Ward No. 44 at Mahalakshmi Layout,15.0
75,2015-16,22,ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:44ರಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸಲು ಇನ್ನಿತರೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗೆ ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವ ಬಗ್ಗೆ.,Release of funds to other development works to set up a clean drinking water unit at Ward No. 44: Mahalakshmi Layout Assembly Constituency.,3.0
76,2015-16,23,ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:75ರಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವ ಬಗ್ಗೆ.,About drilling of wells in the ward No. 75 of Mahalakshmi Layout assembly constituency.,6.0
77,2015-16,24,ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:75ರಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವ ಬಗ್ಗೆ.,About drilling of wells in the ward No. 75 of Mahalakshmi Layout assembly constituency.,6.0
78,2015-16,25,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ    ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ಮಹಾಲಕ್ಷ್ಮೀಪುರಂ   ವಾರ್ಡ್-68ರ ಜೆ.ಸಿ.ನಗರ, 6ನೇ ಮುಖ್ಯರಸ್ತೆ, 14ನೇ ಕ್ರಾಸ್‍ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವುದು.","Mahalakshmi Layout, Mahalakshmipuram Ward-68 JC Nagar, 6th Main Road, 14th Cross at the Mahalakshmi Layout Assembly Constituency.",5.0
79,2015-16,26,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ     ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ಮಹಾಲಕ್ಷ್ಮೀಪುರಂ   ವಾರ್ಡ್-68ರ ಗಣೇಶಬ್ಲಾಕ್, 8ನೇ ಮುಖ್ಯರಸ್ತೆ, 8ನೇ ಕ್ರಾಸ್‍ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವುದು.","Mahalakshmi Layout Wards-68, Ganeshblock, 8th Main Road, 8th Cross at the Mahalakshmi Layout Assembly Constituency.",5.0
80,2015-16,27,ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ    ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ಮಹಾಲಕ್ಷ್ಮೀಪುರಂ    ವಾರ್ಡ್-68ರ ಗೆಳೆಯರ ಬಳಗ ಸರ್ಕಲ್ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವುದು.,The circle of the Mahalakshipuram ward-68 in the Mahalakshmi Layout assembly constituency is to be dumped here.,5.0
81,2015-16,28,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ     ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ಮಹಾಲಕ್ಷ್ಮೀಪುರಂ  ವಾರ್ಡ್-68ರ ಮುನೇಶ್ವರ ಬ್ಲಾಕ್, 1ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವುದು.","Munneshwara block of Mahalakshipuram ward-68 in the Mahalakshmi Layout assembly constituency, drilling the wells in the 1st mainstream.",5.0
82,2016-17,1,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ   ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ:43,  7ನೇ ಅಡ್ಡರಸ್ತೆ, ಸ್ಟುಡಿಯೋ ಮುಖ್ಯ ರಸ್ತೆ, ನಂದಿನಿ ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವುದು.","Ward No: 43, 7th Crossroads, Studio Main Road, Nandini Layout in the Mahalakshmi Layout Assembly Constituency.",6.0
83,2016-17,2,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ  ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ:75,  4ನೇ ಕ್ರಾಸ್, ಜೆ.ಸಿ ನಗರ ಕುರುಬರಹಳ್ಳಿ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವುದು.","Ward No: 75, 4th Cross, JC Nagar Kurubarahalli in the Mahalakshmi Layout Assembly constituency.",6.0
84,2016-17,3,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ   ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ:68,  9ನೇ ಅಡ್ಡರಸ್ತೆ, 10ನೇ ಮುಖ್ಯರಸ್ತೆ, ಜೆ.ಸಿ.ನಗರ, ಮಹಾಲಕ್ಷ್ಮೀಪುರಂ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವುದು.","Ward No. 68, 9th Cross, 10th Main Road, JC Nagar, Mahalakshmipuram in the Mahalakshmi Layout Assembly constituency.",6.0
85,2016-17,4,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ   ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ:68,   3ನೇ ಕ್ರಾಸ್, ಪೈಪ್‍ಲೈನ್ ರಸ್ತೆ, ಮೈಕೋ ಲೇಔಟ್ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವುದು.","Ward No. 68, 3rd Cross, Pipeline Road, Myko Layout are the tube wells located in the Mahalakshmi Layout assembly constituency.",6.0
86,2016-17,5,"ಶ್ರೀ ವಿ.ಎಂ ಸಿದ್ದರಾಜು ಬಿನ್ ಮುದ್ದಹನುಮಯ್ಯ, #162, 3ನೇ ಕ್ರಾಸ್, 2ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ಭೋವಿಪಾಳ್ಯ, ಮಹಾಲಕ್ಷ್ಮೀಪುರ                 ಬೆಂಗಳೂರು-560086. ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Sri VM Siddaraju bin Mudahanumayya, # 162, 3rd Cross, 2nd Main Road, Bhovilpalya, Mahalakshipur Bangalore -560086. For a three-wheel drive vehicle.",0.79
87,2016-17,6,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ           ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ: 68,  60ಅಡಿ ರಸ್ತೆ ಜೆ.ಸಿ ನಗರ ಇಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No: 68, 60 ft Road JC Nagar Under the Mahalakshmi Layout Assembly Constituency Bus Works are constructed here.",6.0
88,2016-17,7,"ಮಹಾಲಕ್ಷ್ಮಿ ಲೇಔಟ್ ವಿಧಾನಸಭಾ           ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ:43,  ನಂದಿನಿ ಬಡಾವಣೆ- ರಾಜ್‍ಕುಮಾರ್ ಸಮಾಧಿ, ಇಲ್ಲಿ ಸಾರ್ವಜನಿಕ ಶೌಚಾಲಯವನ್ನು ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ","Ward No: 43, Nandini Layout - Rajkumar's Tomb, Mahalakshmi Layout Legislative Assembly, To Build Public Toilet",10.0
89,2016-17,8,"ಶ್ರೀ ಹರ್ಷ. ಎಸ್ ಬಿನ್ ಎನ್. ಶ್ರೀಧರ್ , #276, 19ನೇ ಸಿ ಮೈನ್ ರೋಢ್, ರಾಜಾಜಿನಗರ, ಬೆಂಗಳೂರು-56010ರವರಿಗೆ ತ್ತಿಚಕ್ರವಾಹನ ಖರೀದಿಗಾಗಿ","Mr. Harsh. S bin N. Sridhar, # 276, 19th Si Main Rhode, Rajajinagar, Bangalore -56010 For Ticketing",0.82
90,2016-17,9,ಕಮಲಾನಗರ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠ ಶಾಲೆಯ ಶೌಚಾಲಯ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Kamalanagar Government Primary Lesson School toilet development work,3.0
91,2016-17,10,ಕುರುಬರಹಳ್ಳಿ ಸರ್ಕಲ್‍ನಲ್ಲಿ ಸಾರ್ವಜನಿಕ ಬಸ್ ನಿಲ್ದಾಣ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,Construction of Public Bus Station at Kurubarahalli Circle.,6.0
92,2016-17,11,"ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ:74 ಶಕ್ತಿ ಗಣಪತಿ ನಗರ ವಾರ್ಡ್, 15ನೇ ಮುಖ್ಯ ರಸ್ತೆ ಬಿಡ್ಬ್ಯೂಎಸ್‍ಎಸ್‍ಬಿ ಕಛೇರಿ ಮುಂಭಾಗ, ಬಸವೇಶ್ವರ ನಗರ ಬೆಂಗಳೂರು -79 ಇಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಮಾಡುವುದು.","Ward No: 74 Shakti Ganapati Nagar Ward, 15th Main Road BidBSSB Office Front, Basaveshwara Nagar Bangalore-79 Building Bus Shelter at Mahalakshmi Layout Assembly Constituency.",6.0
93,2016-17,12,"ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ:74 ಶಕ್ತಿ ಗಣಪತಿ ನಗರ ವಾರ್ಡ್, 8ನೇ ಮುಖ್ಯ ರಸ್ತೆ ಬಿಡ್ಬ್ಯೂಎಸ್‍ಎಸ್‍ಬಿ ಕಛೇರಿ ಮುಂಭಾಗ, ಬಸವೇಶ್ವರ ನಗರ ಬೆಂಗಳೂರು -79 ಇಲ್ಲಿ ಬಸ್ ಶೆಲ್ಟರ್ ನಿರ್ಮಾಣ ಮಾಡುವುದು.","Ward No.: 74 Shakti Ganapati Nagar Ward, 8th Main Road BidBSSB Office Front, Basaveshwara Nagar Bangalore-79 Building Bus Shelter at Mahalakshmi Layout Assembly Constituency.",6.0
94,2016-17,13,"ಶ್ರೀ ಮಹೇಂದ್ರ ಕುಮಾರ್. ಜೆ ಬಿನ್ ಜಗನ್ನಾಥ್, ನಂ: 55, 12ನೇ ಮುಖ್ಯರಸ್ತೆ, ಜೆ.ಸಿ. ನಗರ, ಕುರುಬರಹಳ್ಳಿ, ಬೆಂಗಳೂರು 560086.","Sri Mahendra Kumar. J bin Jagannath, No. 55, 12th Main Road, J.C. City, Kurubarahalli, Bangalore 560086.",0.78
95,2016-17,14,"ಶ್ರೀ ಶಂಕರ್.ಕೆ ಬಿನ್ ಕೇಶವಯ್ಯ,    # 661, 1ನೇ ಮೈನ್, 2ನೇ ಎ ಕ್ರಾಸ್, ಸರ್ಕಾರಿ ಶಾಲೆ ರಸ್ತೆ, ಕಮಾಲನಗರ, ಬೆಂಗಳೂರು-560079.","Sri Shankar KK Bin Keshavaiah, # 661, 1st Main, 2nd A Cross, Government School Road, Kamalanagar, Bangalore -560079.",0.78
96,2016-17,15,"ಶ್ರೀ ಮೊಹಮ್ಮದ್ ಅಶ್ರಫ್  ಬಿನ್ ಮೊಹಮ್ಮದ್ ಸರ್ಧಾರ್,              # 221, ವಿಜಯಯಾನಂದನಗರ ಸ್ಲಂ, ಬೆಂಗಳೂರು-560096.","Mr. Mohammad Ashraf bin Mohammed Sardar, # 221, Vijayanand Nagar Slum, Bangalore-560096.",0.79
97,2016-17,16,ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.44ರಲ್ಲಿ ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಉದ್ಯಾನದಲ್ಲಿ ಬೆಂಚ್‍ಗಳನ್ನು ಅಳವಡಿಸಿ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.,Swamy Vivekananda Park is a major development project in Ward No.44 of the Mahalakshmi Layout assembly constituency.,3.0
98,2016-17,17,"ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ವಾರ್ಡ್ ನಂ:102, ವೃಷಭಾವತಿನಗರ, ಕಾಮಾಕ್ಷೀಪಾಳ್ಯ ಬೆಂಗಳೂರು-79 ಇಲ್ಲಿ ಹೆಚ್ಚುವರಿಯಾಗಿ ನಿರ್ಮಿಸಿರುವ ಕೊಠಡಿ ಶೌಚಾಲಯ ನಿರ್ಮಾಣ ಹಾಗೂ ಇತರೆ ಕಾಮಗಾರಿ.","Ward No: 102, Vrushabhitinagar, KamakshiPalya Bangalore-79 in the Mahalakshmi Layout Assembly constituency. Additionally constructed room toilet construction and other works.",10.0
99,2016-17,18,"ಶ್ರೀ ಕೆ.ವಿ. ವಸಂತಕುಮಾರ್ ಬಿನ್ ಲೇಟ್ ವೀರೇಗೌಡ, ನಂ:141, 13ನೇ ಮುಖ್ಯರಸ್ತೆ, 4ನೇ ಬ್ಲಾಕ್, ನಂದಿನಿ ಬಡಾವಣೆ, ಬೆಂಗಳೂರು-5560096.","Mr. KV Vasanth Kumar Bin Late Veere Gowda, No. 141, 13th Main Road, 4th Block, Nandini Layout, Bangalore-5560096.",0.84
100,2016-17,19,"ಶ್ರೀ ಶಿವಮೂರ್ತಿ ಎಂ ಬಿನ್ ಮಹದೇವಪ್ಪ, ನಂ:539, 13ನೇ ಮುಖ್ಯರಸ್ತೆ, 4ನೇ ಬ್ಲಾಕ್, ನಂದಿನಿ ಲೇಔಟ್, ಬೆಂಗಳೂರು.96.","Sri Shivamurthy M. Bin Mahadevappa, No. 539, 13th Main Road, 4th Block, Nandini Layout, Bangalore .96.",0.84
101,2016-17,20,"ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ನಂದಿನ ಲೇಔಟ್ ವಾರ್ಡ್ ನಂ:43 ರವಿಬಡಾವಣೆ, ನಂದಿನಿ ಲೇಔಟ್, ಇಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸುವ ಕಾಮಗಾರಿ.","Nandal Layout in the Mahalakshmi Layout Assembly constituency Ward No. 43 Rabibavana, Nandini Layout, is the construction of a clean drinking water unit.",13.0
102,2016-17,21,"ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ನಂದಿನ ಬಡಾವಣೆ ವಾರ್ಡ್ ನಂ:43ರಲ್ಲಿ ಇತರೆ ಅಬಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗಳಾದ ಇಂಗು ಗುಂಡಿ, ಸಂಪ್, ಚೈನ್ ಲಿಂಠಿï, ಫೆನ್ಸಿಂಗ್, ಪ್ಲಾಗಿಂಗ್ ಕಾಂಕ್ರೀಟ್, ಪುಟ್‍ಬಾತ್ ಮತ್ತು ಡ್ರೈನ್ಭೆಜ್ ಕಾಮಗಾರಿಗಳಿಗೆ ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವ ಬಗ್ಗೆ.","The granting of funds to other workshops such as Ink Button, Sap, Chain Linti, Fencing, Plunging Concrete, Putbat and Drainbase workshops in 43rd floor area of ​​the Mahalakshmi Layout constituency.",5.0
103,2016-17,22,"ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ನಂದಿನ ಲೇಔಟ್ ವಾರ್ಡ್ ನಂ:43ರಲ್ಲಿ ಬರುವ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ, ಮುಳಗಲ್‍ವ್ಯಾಲಿ (ಕಂಠೀರವ ನಗರ) ನಂದಿನಿಲೇಔಟ್, ಬೆಂಗಳೂರು ಉತ್ತರವಲಯ-1, ಬೆಂಗಳೂರು-96 ಇಲ್ಲಿ ಸುಣ್ಣ-ಬಣ್ಣ ಮಾಡಿಸುವುದು.","Nalanda layout under Mahalakshmi Layout constituency: Senior Primary School, Ward 43: Mullagavalli (Kanteerava Nagar), Nandinile layout, Bangalore Northwest 1, Bangalore-96 is lime-colored.",3.5
104,2016-17,23,"ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ:468 ರಲ್ಲಿ ಗೆಳೆಯರ ಬಳಗ, ಐ.ಪಿ.ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ ಆವರಣ, ಬೆಂಗಳೂರು ಇಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸುವ ಕಾಮಗಾರಿ.","In the ward number of Mahalakshmi Layout constituency Ward: 468, friends of IPS Hospital Hospital, Bangalore to build a clean drinking water unit.",15.0
105,2016-17,24,"ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ:68 ರಲ್ಲಿ ಗೆಳೆಯರ ಬಳಗ, ಐ.ಪಿ.ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ ಆವರಣ, ಬೆಂಗಳೂರು ಇಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸಲು ಇನ್ನಿತರೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿಗಳಿಗೆ ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವ ಬಗ್ಗೆ.","In the ward number 68 of Mahalakshmi Layout constituency, the IPS Hospital Hospital, Bangalore is about granting assistance to other development works to set up a clean drinking water unit here.",3.0
106,2016-17,25,ಮಹಾಲಕ್ಷ್ಮೀ ಲೇಔಟ್ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ:44 ರಲ್ಲಿ ಯಶವಂತಪುರ ಕೃಷಿ ಉತ್ಪನ್ನ ಮಾರುಕಟ್ಟೆ ಸಮಿತಿ ಕಛೇರಿಯ ಮುಂಭಾಗದಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರು ಘಟಕ ಸ್ಥಾಪಿಸುವ ಕಾಮಗಾರಿ.,Work on establishing Pure Drinking Water Unit at Yashwantpur Agricultural Product Market Committee Office at Ward No. 44 of Mahalakshmi Layout Assembly Constituency.,15.0
