Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
54,2018-19,1,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.175, ಬೊಮ್ಮನಹಳ್ಳಿ ವಾರ್ಡ್‍ನಲ್ಲಿ ಎ.ಟಿ ರಸ್ತೆಯಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ಮೋರಿ ಹಾಗೂ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗಾಗಿ.","Ward No.175, Bommanahalli assembly constituency for Concrete Mori and road construction on AT Road at Bommanahalli Ward.",0.0
55,2018-19,2,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.175, ಬೊಮ್ಮನಹಳ್ಳಿ ವಾರ್ಡ್‍ನಲ್ಲಿ ರೂಪೇನ ಅಗ್ರಹಾರ ದಿಣ್ಣೆಯಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ಮೋರಿ ಹಾಗೂ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗಾಗಿ.",Ward No.175 of Bommanahalli Assembly constituency for construction of concrete moor and road construction at Rupena Agrahara Ward at Bommanahalli Ward.,0.0
56,2018-19,3,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.175, ಬೊಮ್ಮನಹಳ್ಳಿ ವಾರ್ಡ್‍ನಲ್ಲಿ ಕೃಷ್ಣ ಬಡಾವಣೆಯ ಹತ್ತಿರ ಇರುವ ಬಂಡೇ ಪಾರ್ಕ್ ಸುತ್ತ ಮುತ್ತ ಕಾಂಕ್ರೀಟ್ ಮೋರಿ ಹಾಗೂ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗಾಗಿ.","Borneahalli assembly constituency Ward No.175, for concrete construction and construction work around Bende Park near the Krishna Layout at Bommanahalli Ward.",10.0
57,2018-19,4,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಅರಿಕೆರೆ ವಾರ್ಡ್ ನಂ.193ರಲ್ಲಿ, ಅರಿಕೆರೆ ಮೈಕೊ ಬಡಾವಣೆಯಲ್ಲಿ ಒಂದನೇ ಹಂತದಲ್ಲಿರುವ ಸಮುದಾಯ ಭವನದ ಮೊದಲನೇ ಮಹಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","In 193, the first floor of the community building was constructed at the first floor of the municipal building in Mekko Layout, Bommanahalli Assembly Constituency.",25.0
58,2018-19,5,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.189, ಹೊಂಗಸಂದ್ರ ಗ್ರಾಮದ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.","Ward No.189 of Bommanahalli assembly constituency, to introduce CCTV to the surrounding area of ​​Honsandra village.",2.5
59,2018-19,6,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.189, ಎ.ಪಿ.ಆರ್ ಕಲ್ಯಾಣ ಮಂಟಪದ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.","Borneahalli assembly constituency Ward No.189, to install CCTV to the area around APR Kalyana Mandapam.",2.5
60,2018-19,7,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.189, ಹೊಂಗಸಂದ್ರ ಬಸ್ ನಿಲ್ದಾಣದ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.","Ward No.189 of Bommanahalli assembly constituency, to introduce CCTV to the surrounding area of ​​the Hoangandra bus station.",2.5
61,2018-19,8,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.189, ಎಂ.ಎಸ್.ಆರ್ ಲೇಔಟ್ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.","The CCTV should be adjourned to the surrounding area of ​​Ward No.189, MSR Layout of Bommanahalli assembly constituency.",2.5
62,2018-19,9,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.188, ವಿಜಯ್ ಬ್ಯಾಂಕ್ ಲೇಔಟ್, ನಮನ ಹೋಟೆಲ್ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.","Bommanahalli assembly constituency Ward No.188, Vijay Bank Layout, Namanam to install CCTV to the surrounding area.",2.5
63,2018-19,10,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.188, ಅಯ್ಯಪ್ಪ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.","Ward No.188, Bommanahalli assembly constituency, to introduce CCTV to the area around the Ayyappa Swamy Temple.",2.5
64,2018-19,11,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.188, ಕೋಡಿಚಿಕ್ಕನಹಳ್ಳಿ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.","Ward No.188, Bommanahalli assembly constituency to introduce CCTV to the area around Kodichinkanahalli.",2.5
65,2018-19,12,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.188, ಬಿಳ್ಳೇಕಹಳ್ಳಿ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.",Ward No.188 of Bommanahalli assembly constituency to implement CCTV to the area around Bilakahalli.,2.5
66,2018-19,13,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.175, ರೂಪೇನ ಅಗ್ರಹಾರ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.",Ward No.175 of Bommanahalli assembly constituency to introduce CCTV to the area around Rupa Agrahara.,2.5
67,2018-19,14,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.175, ವಿರಾಟ್ ನಗರ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.",Ward No.175 of Bommanahalli assembly constituency to adapt CCTV to the surrounding area of ​​Virat.,2.5
68,2018-19,15,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.175, ಬೊಮ್ಮನಹಳ್ಳಿ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.","Bommanahalli assembly constituency Ward No.175, to install CCTV to the area around Bommanahalli.",2.5
69,2018-19,16,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.175, ದೇವರಚಿಕ್ಕನಹಳ್ಳಿ ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಕ್ಕೆ ಸಿ.ಸಿ.ಟಿ.ವಿ ಅಳವಡಿಸಲು.",Ward No.175 of Bommanahalli assembly constituency to introduce CCTV to the area surrounding Goddesskanahalli.,2.5
70,2018-19,17,"ಬೊಮ್ಮನಹಳ್ಳಿ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಹೆಚ್.ಎಸ್.ಆರ್ ವಾರ್ಡ್ ನಂ.175, ಅಗರ ಗ್ರಾಮದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ ಶೌಚಾಲಯ ಹಾಗೂ ಕಾಂಪೌಂಡ್ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Hosur Ward No.175, Bommenahalli Assembly Constituency, Toilet & Compound Construction for Government High School, Agar.",5.0
71,2018-19,18,"Providing Cement concrete roads at SMS layout cross road in Ward No.187, Puttenhalli. (Kapila Road)","Providing Cement concrete roads at SMS layout cross road in Ward No.187, Puttenhalli. (Kapila Road)",10.0
72,2018-19,19,"Providing Cement concrete roads at SMS layout cross road in Ward No.187, Puttenhalli. (19th Cross)","Providing Cement concrete roads at SMS layout cross road in Ward No.187, Puttenhalli. (19th Cross)",15.0
73,2018-19,20,"Development and constrction of compound wall at Kempamma layout Burial ground at Hulimavu village in Ward No.193, Arakere.","Development and constrction of compound wall at Kempamma layout Burial ground at Hulimavu village in Ward No.193, Arakere.",7.0
74,2018-19,21,"Development of Hulimavu Park at Hulimavu village in Ward No.193, Arakere.","Development of Hulimavu Park at Hulimavu village in Ward No.193, Arakere.",15.0
