Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
39,2014-15,18,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀ.ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಪೂರ್ವಭಾಗದಲ್ಲಿ ತಡೆಗೋಡೆ ನಿರ್ಮಾಣ ಮಾಡುವ ಎರಡನೇ ಹಂತದ ಕಾಮಗಾರಿಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರ ವಾರ್ಡ್ 65ರಲ್ಲಿರುವ ಬ್ಯಾಸ್ಕೆಟ್ ಬಾಲ್ ಆಟದ ಮೈದಾನದ ಉತ್ತರ ಭಾಗದಲ್ಲಿ ಎಲ್.ಇ.ಡಿ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Chandrashekhar Azad at BBMP in Malleswaram MKK Road in Malleswaram Assembly constituency is the second phase of construction of the barrier at the ground floor of the playground.Replacement Work: -Workshop on installing LED lighting lamps at the northwest of the basketball playground in Bangalore city Malleshwara Ward 65 ,2.46
40,2014-15,19,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀ.ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಪೂರ್ವಭಾಗದಲ್ಲಿ ತಡೆಗೋಡೆ ನಿರ್ಮಾಣ ಮಾಡುವ ಮೂರನೇ ಹಂತದ ಕಾಮಗಾರಿಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರ ವಾರ್ಡ್ 65ರಲ್ಲಿರುವ ಬ್ಯಾಸ್ಕೆಟ್ ಬಾಲ್ ಆಟದ ಮೈದಾನದ ದಕ್ಷಿಣ ಭಾಗದಲ್ಲಿ ಎಲ್.ಇ.ಡಿ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,The third phase of the construction of the barrier on the eastern side of Chandrashekhar Azad playground at Malleswaram MKK Road in Malleswaram MKK Road.Replacement Work: -Workshop on installing LED lighting lights on the south side of the basketball playground in Bangalore city Malleshwar Ward 65 ,2.48
41,2014-15,20,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀ.ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಪೂರ್ವಭಾಗದಲ್ಲಿ ತಡೆಗೋಡೆ ನಿರ್ಮಾಣ ಮಾಡುವ ನಾಲ್ಕನೇ ಹಂತದ ಕಾಮಗಾರಿಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರ ವಾರ್ಡ್ 65ರಲ್ಲಿರುವ ಬ್ಯಾಸ್ಕೆಟ್ ಬಾಲ್ ಆಟದ ಮೈದಾನದ ಪಶ್ಚಿಮ ಭಾಗದಲ್ಲಿ ಎಲ್.ಇ.ಡಿ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,The fourth phase of construction of the barrier on the east side of Chandrashekhar Azad playground at BBMP in Malleswaram MKK Road in Malleswaram assembly constituency.Replacement Work: -Workshop on installing LED lighting lights at the western side of the basketball playground in Bangalore city Malleshwara Ward 65 ,2.47
42,2015-16,1,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀ.ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಉತ್ತರ ಭಾಗದಲ್ಲಿ ತಡೆಗೋಡೆ ನಿರ್ಮಾಣ ಮಾಡುವ ಮೊದಲನೇ ಹಂತದ ಕಾಮಗಾರಿಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರಂ ವಾರ್ಡ್ 65ರಲ್ಲಿರುವ  ಬ್ಯಾಸ್ಕೆಟ್ ಬಾಲ್ ಆಟದ ಮೈದಾನದ ಪ್ರವೇಶದ್ವಾರದಲ್ಲಿ ಎಲ್.ಇ.ಡಿ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Chandrashekhar Azad at BBMP in Malleswaram MKK Road in Malleswaram Assembly constituency is the first phase of construction of a barrier in the north of the play field.Replacement Work: -Workshop on installing LED lighting lights at the entrance of the basketball playground at Malleshwaram Ward 65 in Bangalore City ,2.0
43,2015-16,2,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀ.ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಉತ್ತರ ಭಾಗದಲ್ಲಿ ತಡೆಗೋಡೆ ನಿರ್ಮಾಣ ಮಾಡುವ ಎರಡನೇ ಹಂತದ ಕಾಮಗಾರಿಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರಂ ವಾರ್ಡ್ 65ರಲ್ಲಿರುವ  ಬ್ಯಾಸ್ಕೆಟ್ ಬಾಲ್ ಆಟದ ಮೈದಾನದ ಸ್ಟೇಜ್ ಬಳಿ ಎಲ್.ಇ.ಡಿ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Chandrashekhar Azad at BBMP in Malleswaram MKK Road in Malleswaram Assembly constituency is the second phase of construction of a barrier in the north of the play field.Replacement Work: -Workshop on installing LED lighting near the basketball playground in Bangalore Malleswaram Ward 65 ,2.0
44,2015-16,3,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮಲ್ಲೇಶ್ವರ ಎಂಕೆಕೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿಯ ಶ್ರೀ.ಚಂದ್ರಶೇಖರ್ ಆಜಾದ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಉತ್ತರ ಭಾಗದಲ್ಲಿ ತಡೆಗೋಡೆ ನಿರ್ಮಾಣ ಮಾಡುವ ಮೂರನೇ ಹಂತದ ಕಾಮಗಾರಿಬದಲಿ ಕಾಮಗಾರಿ:-ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರಂ ವಾರ್ಡ್ 65ರಲ್ಲಿರುವ  ಬ್ಯಾಸ್ಕೆಟ್ ಬಾಲ್ ಆಟದ ಮೈದಾನದ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ,The third phase of the construction of the barrier in the northern part of Chandrashekhar Azad's play ground at Malleswaram MKK Road in Malleswaram MKK Road.Replacement Work: -Basketball City playground development in Malleshwaram Ward 65 ,1.93
45,2015-16,4,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.76 ಗಾಯತ್ರಿನಗರದಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ಬಾಲಕಿಯರ ಶಾಲೆ ಮತ್ತು ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು ರಾಮಮೋಹನಪುರ ಈ ಕಟ್ಟಡದ ನೆಲ ಮಳಿಗೆಗೆ ಬಣ್ಣಬಳಿಯುವ ಕಾಮಗಾರಿ,"BBMP Girls' School in Gayatrinagar and Rammohanapura, a graduate college in Malleswaram assembly constituency.",2.5
46,2015-16,5,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.76 ಗಾಯತ್ರಿನಗರದಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ಬಾಲಕಿಯರ ಶಾಲೆ ಮತ್ತು ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು ರಾಮಮೋಹನಪುರ ಈ ಕಟ್ಟಡದ ಮೊದಲನೇ ಮಹಡಿಗೆ ಬಣ್ಣಬಳಿಯುವ ಕಾಮಗಾರಿ,"BBMP Girls' School in Gayatrinagar and Rammohanapura, a graduate college in Malleswaram assembly constituency.",2.5
47,2015-16,6,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.76 ಗಾಯತ್ರಿನಗರದಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ಬಾಲಕಿಯರ ಶಾಲೆ ಮತ್ತು ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು ರಾಮಮೋಹನಪುರ ಈ ಕಟ್ಟಡದ ನೆಲಮಳಿಗೆ ಮೊದಲನೇ ಮಹಡಿ ಮತ್ತು ಎರಡನೇ ಮಹಡಿಯ ಕಿಟಕಿಗಳು ಬಾಗಿಲುಗಳು ಮತ್ತು ಬಣ್ಣಬಳಿಯುವ ಕಾಮಗಾರಿ,"The BBMP Girls' School and Gymnasium College in Gayatinagar, Ward No. 76, at Malleswaram Assembly Constituency, is the first floor to the building floor and the second floor windows are doors and paintings",2.5
48,2015-16,7,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.76 ಗಾಯತ್ರಿನಗರದಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ಬಾಲಕಿಯರ ಶಾಲೆ ಮತ್ತು ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು ರಾಮಮೋಹನಪುರ ಈ ಕಟ್ಟಡದ ಎರಡನೇ ಮಹಡಿಗೆ ಬಣ್ಣಬಳಿಯುವ ಕಾಮಗಾರಿ,BBMP Girls' School and Gymnasium College in Gayatinagar Ward No. 76 in Malleswaram Assembly Constituency Rammohananpur Complex Paintings for Second Floor,2.5
49,2015-16,8,"ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಸುಬೇದಾರಪಾಳ್ಯ, ಯಶವಂತಪುರ ಈ ಶಾಲೆಯ ಕಾಂಪೌಂಡ್ ಅಭಿವೃದ್ದಿ ಮತ್ತು ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿಗೆ","Government Primary Primary School Subedarapalya, Yashwantpur For the development and construction of this school compound",2.5
50,2015-16,9,"ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಸುಬೇದಾರಪಾಳ್ಯ, ಯಶವಂತಪುರ ಈ ಶಾಲೆಯ ಕಾಂಪೌಂಡ್ ಅಭಿವೃದ್ದಿ ಮತ್ತು ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿಗೆ","Government Primary Primary School Subedarapalya, Yashwantpur For the development and construction of this school compound",2.5
51,2015-16,10,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.64 ರಾಜ ಮಹಲ್ ಗುಟ್ಟಹಳ್ಳಿ ಎಲ್.ಪಿ.ಓ ಇಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ವೈಯಾಲಿ ಕಾವಲ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಶೌಚಾಲಯ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,"The BBMP, located at the Raja Mahal Guttaahalli LPO in the Malleswaram Municipal Council area, has the construction of toilet at the Violly Caval playground.",2.5
52,2015-16,11,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.64 ರಾಜ ಮಹಲ್ ಗುಟ್ಟಹಳ್ಳಿ ಎಲ್.ಪಿ.ಓ ಇಲ್ಲಿರುವ ಬಿಬಿಎಂಪಿ ವೈಯಾಲಿ ಕಾವಲ್ ಆಟದ ಮೈದಾನ  ಪಾರ್ಕ್  ಗೆ ಶೆಲ್ಟರ್  ಮತ್ತು ಕುಳಿತುಕೊಳ್ಳಲು  ಗ್ರಾನೈಟ್  ಬೆಂಚ್ ಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ ,"Malleswaram Vidhan Sabha constituency Ward No.64 Raja Mahal Guttaahalli LPO BBMP, Violly Caval, Ground Shelter for Playground Park and Granite Benches to Sit",2.5
53,2015-16,12,"ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ 64 ರಾಜಮಹಲ್ ಗುಟ್ಟಹಳ್ಳಿ, 4ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ನಗರ ಕೇಂದ್ರ ಗ್ರಂಥಾಲಯದಲ್ಲಿ ಪೀಠೋಪಕರಣಗಳನ್ನು ಒದಗಿಸಲು","Ward 64 at Malleshwaram Assembly Hall, Rajahmahal Guttaahalli, 4th Headquarters Town Library to Provide Furniture",2.5
54,2015-16,13,"ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ 64 ರಾಜಮಹಲ್ ಗುಟ್ಟಹಳ್ಳಿ, 4ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ನಗರ ಕೇಂದ್ರ ಗ್ರಂಥಾಲಯಕ್ಕೆ ಪುಸ್ತಕಗಳ ರ್ಯಾಕ್ಸ್ ಒದಗಿಸುವ ಕಾಮಗಾರಿಗೆ","Ward 64 in Malleswaram Assembly Constituency Rajahmahal Guttaahalli, 4th Headquarters Town Center Library for providing workshops for books",2.5
55,2015-16,14,"ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ 64 ರಾಜಮಹಲ್ ಗುಟ್ಟಹಳ್ಳಿ, 4ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ನಗರ ಕೇಂದ್ರ ಗ್ರಂಥಾಲಯದಲ್ಲಿ ಪೀಠೋಪಕರಣಗಳನ್ನು ಬದಲಾಯಿಸಲು","Ward 64 at Malleswaram Assembly Constituency to change furniture in Rajahmahal Guttaahalli, 4th Main Street Urban Center Library",2.5
56,2015-16,15,"ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ 45 ಸುಬೇದಾರ್ ಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಆವರಣದಲ್ಲಿ ಗ್ರಂಥಾಲಯ, ಹಿರಿಯ ನಾಗರೀಕರ ಕೇಂದ್ರ ಮತ್ತು ವ್ಯಾಯಾಮ ಕೇಂದ್ರಗಳಿಗೆ ನೆಲಮಹಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Ward 45 at Malleswaram Assembly Hall, Ground Floor Building for Librarians, Senior Citizens Center and Exercise Centers at Government Primary School Campus in Subedar Palya",49.76
57,2015-16,16,ವಾರ್ಡ್ ನಂ.65 ಕಾಡು ಮಲ್ಲೇಶ್ವರ 8ನೇ ಅಡ್ಡರಸ್ತೆ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಹಾಲಿ ಇರುವ ಯಲಹಂಕ ಟೈಲ್ಸ್ ವೆದರ್ ಪ್ರೂಫ್ ಕೋರ್ಸ್ ಮತ್ತು ಪ್ಯಾರಪಿಟ್ ಗೋಡೆ ಹಾಗೂ ಎ.ಸಿ.ಶೀಟ್ ಛಾವಣಿ ತೆಗೆದು ಹಾಕಿ ಹ್ಯಾಂಡ್ ರೈಲ್ಸ್  ಮತ್ತು ಆರ್.ಸಿ.ಸಿ ಛಾವಣಿ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Ward No.65 Forest Malleswaram 8th Cross Road Government Primary Primary School Yelahanka Tiles Weather Proof Course and Paripet Wall and AC Sheet Roof Removal Hand Rails and RCC Roof Works,2.36
58,2015-16,17,ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.65 ಕಾಡುಮಲ್ಲೇಶ್ವರ 6ನೇ ಅಡ್ಡರಸ್ತೆ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲಾ ಎಡಭಾಗದ ಆವರಣಕ್ಕೆ ಹ್ಯಾಂಡ್ ರೈಲ್ಸ್ ಮತ್ತು ಯು.ಜಿಕೇಬಲ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"Ward N.65 Kadumalleswara 6th Crossroads Government Primary School, Hand Railways and U.Geable Workshop for Left Front Campus in Bangalore City Malleswaram Assembly Constituency",2.2
59,2015-16,18,ಬೆಂಗಳೂರು ನಗರ ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ.65 ಕಾಡುಮಲ್ಲೇಶ್ವರ 6ನೇ ಅಡ್ಡರಸ್ತೆ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲಾ ಎಡಭಾಗದ ಆವರಣಕ್ಕೆ ಹ್ಯಾಂಡ್ ರೈಲ್ಸ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,WARD No.65 KADUMALESHWARA 6th DISCUSSER GOVERNMENT PRIVATE POTSALLAH HARD Rails INSTITUTIONS IN BANGALORE NATIONAL MALESHWARAM MLA,1.0
60,2015-16,19,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ಪ್ರಜಾಪಿತ ಬ್ರಹ್ಮಕುಮಾರೀಸ್ ಈಶ್ವರೀಯ ವಿಶ್ವವಿದ್ಯಾಲಯದ ಅಡಿಯಲ್ಲಿ ವರ್ಲ್ಡ್ ರಿನ್ಯೂವಲ್ ಸ್ಪಿರಿಚುಯಲ್ ಟ್ರಸ್ಟ್ (ರಿ) ಸಾರ್ವಜನಿಕ ಉಪಯೋಗಕ್ಕೆ ಶ್ರೀ ಶಿವ ದ್ಯಾನ ಮಂದಿರದ ನಿರ್ಮಾಣಕ್ಕಾಗಿ,"For the purpose of building the Lord Renewal Spiritual Trust (R) public utility under the Brahmakumaris Ishrashree University, Malleshwaram Assembly constituency",4.0
61,2015-16,20,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ಕೆ.ಸಿ.ಜನರಲ್ ಆಸ್ಪತ್ರೆ ಆವರಣದಲ್ಲಿ ಹೆಚ್ಚುವರಿ ಕೊಠಡಿಗಳ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ಹಂತ-2,Construction of additional rooms at Malleswaram assembly constituency KC General Hospital premises,10.0
62,2015-16,21,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ಕೆ.ಸಿ.ಜನರಲ್ ಆಸ್ಪತ್ರೆ ಆವರಣದಲ್ಲಿ ಹೆಚ್ಚುವರಿ ಕೊಠಡಿಗಳ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ಹಂತ-3,Construction of additional rooms at Malleswaram assembly constituency KC General Hospital premises - 3,10.0
63,2015-16,22,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ಕೆ.ಸಿ.ಜನರಲ್ ಆಸ್ಪತ್ರೆ ಆವರಣದಲ್ಲಿ ಹೆಚ್ಚುವರಿ ಕೊಠಡಿಗಳ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ಹಂತ-5,Construction of additional rooms at Malleswaram assembly constituency KC General Hospital premises - 5,5.0
64,2015-16,23,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ಕೆ.ಸಿ.ಜನರಲ್ ಆಸ್ಪತ್ರೆ ಆವರಣದಲ್ಲಿ ಹೆಚ್ಚುವರಿ ಕೊಠಡಿಗಳ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ಹಂತ-4,Construction of additional rooms at Malleswaram assembly constituency KC General Hospital premises - 4,10.0
65,2015-16,24,"ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ, ತೆಲುಗು ವಿಜ್ಞಾನ ಸಮಿತಿ, ಗಾಯತ್ರಿ ದೇವಿ ಪಾರ್ಕ್ ಎಕ್ಸ್ ಟೆನ್ಷನ್, ವೈಯಾಲಿ ಕಾವಲ್, ಬೆಂಗಳೂರು ಇಲ್ಲಿರುವ ಶ್ರೀ ಕೃಷ್ಣದೇವರಾಯ  ಕಲಾಮಂದಿರ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗೆ","Malleswaram Assembly Constituency, Telugu Science Committee, Gayatri Devi Park Extension, Vayali Caval, Bangalore Sri Krishnadevaraya Art Gallery",5.0
66,2015-16,25,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮತ್ತಿಕೆರೆ ವಾರ್ಡ್ ನಂ.36 ದೀವಾನರಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಉದ್ಯಾನವನಕ್ಕೆ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸಲು ಹಂತ-1,Stage-1 to install electric lamps to the park in the Malleswaram assembly constituency,2.5
67,2015-16,26,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮತ್ತಿಕೆರೆ ವಾರ್ಡ್ ನಂ.36 ದೀವಾನರಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಉದ್ಯಾನವನಕ್ಕೆ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸಲು ಹಂತ-2,In the Malleswaram assembly constituency there is a need for installing electric lamps for the park in the Wardha No.36 Divanarapalya area.,2.5
68,2015-16,27,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮತ್ತಿಕೆರೆ ವಾರ್ಡ್ ನಂ.36 ದೀವಾನರಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯಲ್ಲಿರುವ ಉದ್ಯಾನವನಕ್ಕೆ ವಿದ್ಯುತ್ ದೀಪಗಳನ್ನು ಅಳವಡಿಸಲು ಹಂತ-3,Steps to incorporate electric lamps to the park in the Mallwarwara Assembly constituency,1.7
69,2015-16,28,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.64 ರಾಜಮಹಲ್ ಗುಟ್ಟಹಳ್ಳಿ ವ್ಯಾಪ್ತಿಯ ವೈಯಾಲಿಕಾವಲ್ ನಲ್ಲಿರುವ ಉದ್ಯಾನವನ  ಅಭಿವೃದ್ದಿ ಹಾಗೂ ಉದ್ಯಾನವನ ಅಭಿವೃದ್ದಿ ಹಾಗೂ ಶೌಚಾಲಯ ದುರಸ್ಥಿ ಕಾಮಗಾರಿ,"Malleswaram Assembly Constituency Ward No.64 Garden Development and Garden Development and Toilet Works at Vayalikaval, Rajahmahal Gutta Halli",2.3
70,2015-16,29,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.65 ಕಾಡುಮಲ್ಲೇಶ್ವರ ವ್ಯಾಪ್ತಿಯ ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಮುಂಬಾಗ ಇರುವ ಆಟದ ಮೈದಾನಕ್ಕೆ ಕಂಪೌಂಡ್ ಗೋಡೆ ನಿರ್ಮಾಣಕ್ಕೆ,Government Model Primary Primary School for the Malleswaram Legislative Assembly Ward No.65 Kadumalleshwara Range for Compound Wall,4.8
71,2015-16,30,ಮಲ್ಲೇಶ್ವರಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.45 ಮಲ್ಲೇಶ್ವರ ಸುಬೇದಾರ್ ಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಆವರಣದಲ್ಲಿ ಶಿಥಿಲಗೊಂಡಿರುವ ಶಾಲಾ ಕಟ್ಟಡಗಳನ್ನು ತೆರವುಗೊಳಿಸುವ ಕಾಮಗಾರಿ,Malleswaram Assembly Area Ward No.45 Malleswarar Subedar Palya Government Grounds of the Primary Primary School,0.86
