Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
55,2014-15,20.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ದೊಡ್ಡಕನ್ನಲ್ಲಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter in the village of Bigkan in the BBMP limits of Mahadevapura assembly constituency.,8.00
56,2014-15,21.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಾಡುಬೀಸನಹಳ್ಲಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter at Kadubisanahalli village in the BBMP limits of Mahadevapura assembly constituency.,8.00
57,2014-15,22.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಸೂಲಿಕುಂಟೆ ಕಾಲೋನಿ (ಮುತ್ತನಲ್ಲೂರು ಕ್ರಾಸ್) ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,The bus shelter was constructed at the Sulikunte Colony (Muttanallur Cross) village in the BBMP limits of Mahadevapura assembly constituency.,8.00
58,2014-15,23.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ರಾಜ್ ಪಾಳ್ಯ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 2 ತಂಗುದಾಣ),Construction of a bus shelter at Rajpalya village in the BBMP limits of Mahadevapura assembly constituency. (2 shelter space for Rs. 8.00 per campus),16.00
59,2014-15,24.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಹೂಡಿ ಸರ್ಕಲ್ ಮಾಹಿತಿ ಕೇಂದ್ರ ಮುಂದೆ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 2 ತಂಗುದಾಣ),Hoodi Circle Information Center at Mahadevapura Assembly constituency will be constructed in front of BBMP. (2 shelter space for Rs. 8.00 per campus),16.00
60,2014-15,25.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಹೂಡಿ ಸರ್ಕಲ್ ಗೋಪಾಲನ್ ಅಪಾರ್ಟ್‍ಮೆಂಟ್ ಮುಂದೆ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Hoodi Circle Gopalan apartment near Mahadevapura assembly constituency BBMP is building a bus shelter.,8.00
61,2014-15,26.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮುಳ್ಳೂರು ಸರ್ಕಾರಿ ಸಾಲೆ ಮುಂದೆ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (1 ತಂಗುದಾಣಕ್ಕೆ ರೂ.8.00 ಲಕ್ಷದಂತೆ 2 ತಂಗುದಾಣ),Construction of a bus shelter in front of Mullur Government Salley in the BBMP limits of Mahadevapura Assembly constituency. (2 shelter space for Rs. 8.00 per campus),16.00
62,2014-15,27.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಿಬಿಎಂಪಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬಿಳೀಶಿವಾಲೆ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.,Construction of a bus shelter in Bilishwale village near Mahadevapura assembly constituency BBMP.,8.00
63,2015-16,1.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಮಂಡೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಮಂಡೂರು ಗ್ರ್ರಾಮದ ವಿಶ್ವಕರ್ಮ ಭವನ ನಿರ್ಮಾಣ ಉಳಿಕೆ ಕಾಮಗಾರಿ.","Bangalore East Taluk, Mandur Gram Panchayat Mandir is the construction work of the Vishwakarma Bhavan in Gramarama.",5.00
64,2015-16,2.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಮಂಡೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಮಂಡೂರು ಗ್ರ್ರಾಮದ ಎಲ್ಲಮ್ಮ ದೇವಿ ದೇವಸ್ಥಾನಕ್ಕೆ ಕಾಂಪೌಚಿಡ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Bangalore East Taluk, Mandur Gram Panchayat Mandir, Compaheed Construction Workshop for Grama Nilma Devi Temple in Gramarama.",5.00
65,2015-16,3.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಮಂಡೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಮಂಡೂರು ಗ್ರ್ರಾಮದ ವಿಶ್ವಕರ್ಮ ಭವನ ನಿರ್ಮಾಣ  ಕಾಮಗಾರಿ.","Bangalore East Taluk, Mandur Gram Panchayat Mandir is the construction work of the Vishwakarma Bhavan in Gramarama.",5.00
66,2015-16,4.0,"Construction of compound wall to Government Urdu schol at Kadugodi, Bangalore.","Construction of compound wall to Government Urdu schol at Kadugodi, Bangalore.",8.80
67,2015-16,5.0,"ಬೆಂ.ಪೂ.ತಾ, ಮಹದೇಔಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕುರುಡುಸೊಣ್ಣೇನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ನಿರ್ಮಿಸಲಾಗುತ್ತಿರುವ ಸಮುದಾಯ ಭವನ ಉಳಿಕೆ ಕಾಮಗಾರಿ.","Community Building restoration work at Kuruduzonneenahalli village in the Mahadeeppur constituency, BT.",10.00
68,2015-16,6.0,"ಬೆಂ.ಪೂ.ತಾ, ಬಿದರಹಳ್ಳಿ ಗ್ರಾಮದ ಯಜ್ಞವಲ್ಕ ಆಶ್ರಮದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Building construction of Yajnavalka Ashram in Bidarahalli village, BT.",5.00
69,2015-16,7.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಮಂಡೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಮಂಡೂರು ಗ್ರ್ರಾಮದ ದುರ್ಗಾದೇವಿ ದೇವಸ್ಥಾನಕ್ಕೆ ಕಾಂಪೌಚಿಡ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Bangalore East Taluk, Mandur Gram Panchayat Mandir Compaheed construction work for Durgadevi temple in Gramarama.",5.00
70,2015-16,8.0,ಕಣ್ಣೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಾಡುಸೊಣ್ಣಪ್ಪನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಪ್ರೌಢ ಶಾಲಾ ಕೊಠಡಿ ನಿರ್ಮಾಣ.,Construction of a high school room at Kaduosolappanahalli village of Kannur Gram Panchayat.,1.36
71,2015-16,9.0,"ಕೆ.ವೆಂಕಟಾಚಲಂ ಬಿನ್ ನಾರಾಯಣಸ್ವಾಮಿ, ಹೂಡಿ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","K. Venkatachalam Bin Narayanaswamy, Hoodi, Bem. For a three-wheel drive vehicle.",0.88
72,2015-16,10.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೆಳತ್ತೂರು ಕಾಲೋನಿಯಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ.,"Building a community hall at Belthur Colony, coming under the Mahadevapura assembly constituency.",15.00
73,2015-16,11.0,ಗರುಡಚಾರ್‍ಪಾಳ್ಯ ವಾರ್ಡಿನ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಾವೇರಿನಗರದಲ್ಲಿ ಜೀವ ಜ್ಯೋತಿ ಮಹಿಳಾ ವಿವಿದೋದ್ದೇಶ ಸೇವ ಸಹಕಾರಿ ಸಂಘ (ನಿ) ರವರು ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗೆ.,"The Jyothi Women's Visionary Service Co-operative Society (N) is working for the construction of Community Bhavan in Kaverinagar, which is under the jurisdiction of Garudacharpalaya Ward.",10-00
74,2015-16,12.0,ವರ್ತೂರು ವಾರ್ಡಿನ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮುನ್ನೇಕೋಳಾಲದಲ್ಲಿ ವಾಗ್ದೇವಿ ವಿಲಾಸ್ ಶಾಲೆಯ 3ನೇ ಮಹಡಿಯಲ್ಲಿ ಕೊಠಡಿಗಳ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"Construction of rooms on the 3rd floor of Vagdevi Vilas school in Munnikolai, Varthur Ward.",25.00
75,2015-16,13.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮುತ್ತನಲ್ಲೂರು ಕ್ರಾಸ್‍ನಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ.     (1 ತಂಗುದಾಣ),Construction of a bus shelter at Muttanallur Cross coming under the Mahadevapura assembly constituency. (1 shelter),2.00
76,2015-16,14.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮುಳ್ಳೂರು ಸರ್ಕಾರಿ ಶಾಲೆ ಮುಂದೆ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ. (2 ತಂಗುದಾಣ),Construction of a bus shelter in front of Mullur Government School in Mahadevapura Assembly constituency. (2 shelter),4.00
77,2015-16,15.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಬಿದರಹಳ್ಳಿ ಹೋಬಳಿ, ಆವಲಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಗ್ರಾಮ ಪಂಚಾಯತಿ ವಾಣಿಜ್ಯ ಸಂಕೀರ್ಣ ಹಾಗೂ ಮೊದಲನೇ ಮಹಡಿಯಲ್ಲಿ ನಿರ್ಮಾಣವಾಗುತ್ತಿರುವ ಪಂಚಾಯತಿ ಕಟ್ಟಡದ ಉಳಿಕೆ ಕಾಮಗಾರಿ","Bungalow East Taluk, Bidarahalli Hobli, Gram Panchayat Commercial Complex at Aavalahalli Gram and restoration of Panchayat building constructed on 1st floor",10.00
78,2015-16,16.0,"Construction of Balance work of Compound wall to Government Urdu School at Kadugodi, Bangalore","Construction of Balance work of Compound wall to Government Urdu School at Kadugodi, Bangalore",2.30
79,2015-16,17.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಹೂಡಿ ಗ್ರಾಮದ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು ಆವರಣದಲ್ಲಿ ಕಾಂಪೌಂಡ್ ಗೋಡೆ ಎತ್ತರಿಸುವುದು ಮತ್ತು ಸಂಪ್‍ಟ್ಯಾಂಕ್ ನಿರ್ಮಾಣ ಹಾಗೂ ಗೇಟ್ ಅಳವಡಿಸಲು","Compound wall upgrading and subtank construction and gate installation at the pre-college campus premises in Bangalore East Taluk, Hoodi village",3.25
80,2015-16,18.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಕುಂದಲಹಳ್ಳಿ ಎ.ಇ.ಸಿ.ಎಸ್ ಬಡಾವಣೆಯಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಉಳಿಕೆ ಕಾಮಗಾರಿ","Construction of Community Buildings at EEES Layout, Kundalahalli, Bangalore East Taluk",8.00
81,2015-16,19.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಹೂಡಿ ಗ್ರಾಮದಲ್ಲಿ ಸರ್ಕಾರಿ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜಿಗೆ ಕಾಂಪೌಂಡ್ ಗೋಡೆ ನಿರ್ಮಿಸಲು","Building a compound wall for the Government Degree College in Hoodi village, Bangalore East Taluk",5.00
82,2015-16,20.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು ವರ್ತೂರು ಹೋಬಳಿ, ದೊಡ್ಡನೆಕ್ಕುಂದಿ ಗ್ರಾಮದಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ","Bangalore East Taluk Varthur Hobli, Community Building Construction at Bhalenkundi Village",10.00
83,2015-16,21.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೊಮ್ಮೇನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ(1 ತುಂಗುದಾಣ),Construction of a bus stand at Bommenahalli village in the Mahadevapura assembly constituency(1 place) ,2.00
84,2015-16,22.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಣ್ಣೂರು ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),Construction of a bus shelter at Kannur village in the Mahadevapura Assembly constituency (1 place) ,2.00
85,2015-16,23.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬಂಡೆಹೊಸೂರು ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),"Construction of a bus shelter in Bandhosur village, within the Mahadevapura assembly constituency (1 place) ",2.00
86,2015-16,24.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಾಡುಸೊಣ್ಣಪ್ಪನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (2 ತುಂಗುದಾಣ),Construction of bus shelters at Kadasannannappanahalli village near Mahadevapura Assembly CET (2 times) ,4.00
87,2015-16,25.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಎನ್.ಜಿ.ಗೊಲ್ಲಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),Construction of bus shelters at NG Gollahalli village near Mahadevapura Assembly CET (1 place) ,2.00
88,2015-16,26.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಚಿಕ್ಕಗುಬ್ಬಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (2 ತುಂಗುದಾಣ),Construction of a bus shelter in Chikkubbi village in the Mahadevapura assembly constituency (2 times) ,4.00
89,2015-16,27.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಯರಪ್ಪನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),Construction of bus shelters at Yarappanahalli village near Mahadevapura Assembly CET (1 place) ,2.00
90,2015-16,28.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ತಿರುಮೇನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (2 ತುಂಗುದಾಣ),Construction of a bus shelter at Tirameenahalli village near Mahadevapura Assembly Cottage (2 times) ,4.00
91,2015-16,29.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಜ್ಯೋತಿಪುರ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (2 ತುಂಗುದಾಣ),Construction of a bus shelter at Jyothipura village in the Mahadevapura assembly constituency (2 times) ,4.00
92,2015-16,30.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಹಂಚರಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),The bus shelter was constructed at the Piraharahalli village in the Mahadevapura assembly constituency (1 place) ,2.00
93,2015-16,31.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೋವಿನಮರ ಕಾಲೋನಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),Construction of bus shelters at Bowivinara Colony village near Mahadevapura Assembly CET (1 place) ,2.00
94,2015-16,32.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಹೊಸೂರು ಬಂಡೆ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),The bus shelter is being constructed at Hosur Rock Village in Mahadevapura Assembly Circle (1 place) ,2.00
95,2015-16,33.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಸೂಲಿಕುಂಟೆ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ(2 ತುಂಗುದಾಣ),Construction of a bus shelter in the Sulikunte village in the Mahadevapura assembly constituency(2 times) ,4.00
96,2015-16,34.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕೊಡತಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ(1 ತುಂಗುದಾಣ),Construction of a bus shelter at Kodathi village in the Mahadevapura Assembly constituency(1 place) ,2.00
97,2015-16,35.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಾಚಮಾರನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (2 ತುಂಗುದಾಣ),Construction of bus shelters at Kachamaranahalli village near Mahadevapura Assembly CET (2 times) ,4.00
98,2015-16,36.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಕಾಡ ಅಗ್ರಹಾರ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ(2 ತುಂಗುದಾಣ),Construction of a bus shelter at Kada Agrahara village in the Mahadevapura assembly constituency(2 times) ,4.00
99,2015-16,37.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮಾರಗೊಂಡನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ(2 ತುಂಗುದಾಣ),Construction of bus shelters at Maraduganahalli village near Mahadevapura Assembly CET(2 times) ,4.00
100,2015-16,38.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಗುಂಡೂರು ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),Construction of bus shelter in Gundur village (1 st.) Within the Mahadevapura assembly constituency,2.00
101,2015-16,39.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬೈಯಪ್ಪನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (2 ತುಂಗುದಾಣ),Construction of bus shelter at Beyappanahalli village in Mahadevapura assembly constituency (2 camps),4.00
102,2015-16,40.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ದೊಡ್ಡಬನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (1 ತುಂಗುದಾಣ),Construction of a bus shelter (1 st.) At Villupallahalli village in the Mahadevapura Assembly constituency.,2.00
103,2015-16,41.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕೇತ್ತದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬಂಡಪುರ ಗೇಟ್ ಗ್ರಾಮದಲ್ಲಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ(1 ತುಂಗುದಾಣ),Construction of a bus shelter at Bandarpet Gate village in the Mahadevapura assembly constituency(1 place) ,2.00
104,2016-17,1.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ವರ್ತೂರು ಹೋಬಳಿ, ಕೊಡತಿ ಗ್ರಾಮದಲ್ಲಿ ಶಾಂತಿಗಿರಿ ಆಶ್ರಮದ ವಿಶ್ವ ಸಾಂಸ್ಕøತಿಕ ಕೇಂದ್ರದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Varthur Hobli, located in the Mahadevapura assembly constituency, Bangalore is the construction of the World Culture Center at Shantigiri Ashram at Kodathi Village.",25.00
105,2016-17,2.0,"ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕು, ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಬಿದರಹಳ್ಳಿ ಹೋಬಳಿ, ಮಂಡೂರು ಗ್ರಾಮದ ಗುಂಡುತೋಪಿನಿಂದ ನರೇಂದ್ರ ಮನೆಯವರೆಗೆ ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Bidarahalli Hobli, Mahadevapura assembly constituency in Bangalore East, Road development work from Gundtuppin to Narendra's house in Mandur village.",5.00
106,2016-17,3.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ತೂಬರಹಳ್ಳಿ ಗ್ರಾಮದ ಬಿ.ಇ.ಎಂ.ಎಲ್ ಬಡಾವಣೆಯಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Community building construction works at BEML Layout in Thoubarahalli village in Mahadevapura assembly constituency.,5.00
107,2016-17,4.0,ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಸೀತಾರಾಮ್‍ಪಾಳ್ಯ ಗ್ರಾಮದ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠ ಶಾಲೆಯ ಮೆಟ್ಟಿಲುಗಳಿಗೆ ಗ್ರಿಲ್ ಅಳವಡಿಸುವುದು ಹಾಗೂ ಇತರೆ ಕಾಮಗಾರಿ.,"Adjusting the Grill to the Stairs of the Lower Primary School of Sitarampalya Village, Mahadevapura Assembly Constituency and other works.",2.00
108,2016-17,5.0,"ಮಹದೇವಪುರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಬಿದರಹಳ್ಳಿ ಹೋಬಳಿ, ಶೀಗೇಹಳ್ಳಿ ಗ್ರಾಮದ ಸಮುದಾಯ ಭವನ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Bidarahalli Hobli, Mahadevapura Assembly constituency, construction work of Sheikhahalli village community building.",5.00
