Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
77,2015-16,6,"ಸೈಯದ್ ಷಫಿಉಲ್ಲಾ ಕೋಂ ಸೈಯದ್ ಮುಸ್ತಾಕ್, ನಂ.4, 2ನೇ ಮುಖ್ಯರಸ್ತೆ, 3ನೇ ಅಡ್ಡರಸ್ತೆ, ಪಾದರಾಯನಪುರ, ಬೆಂಗಳೂರು-560026","Syed Shafiullah Co Syed Mustak, No.4, 2nd Main Road, 3rd Cross, Padaraynapura, Bangalore -560026",0.813
78,2015-16,7,"ರಹೇಮ್ ಪಾಷ ಬಿನ್ ಬಾಷ ಬೈ, ನಂ. 216, ಮುಸ್ಲಿಂ ಬುರಿಯಲ್ ಗ್ರೌಂಡ್, ಗ್ರಿಸಂಟ್ ಹಟ್ಸ್ ಪಾರೂಕಿಯಾನಗರ, ಪಾದರಾಯನಪುರ, ಬೆಂಗಳೂರು-560026","Rame pasha bin basha ba, no. 216, Muslim Burial Ground, Grisant Hutts, Parukinagar, Padarayanapura, Bangalore -560026",0.813
79,2015-16,8,"ಸಗೀರ್ ಅಹಮದ್ ಕೋಂ ಎ.ಅಬ್ದುಲ್ ರಹೇಮ್, ನಂ 48/59, 2ನೇ ಕ್ರಾಸ್, ಬಾಪೂಜಿನಗರ,  ಬೆಂಗಳೂರು-560026","Sageer Ahmed Kom A. Abdul Rahim, No. 48/59, 2nd Cross, Bapujinagar, Bangalore -560026",0.813
80,2015-16,9,"ಇಮ್ತಿಯಾಜ್ ಪಾಷ ಕೋಂ ಬಾಬು ರಹ್ಮಾನ್, ನಂ.72, ಮುಸ್ಲಿಂ ಬರಿಯಲ್ ಗ್ರೌಂಡ್, ಗ್ರಿಸಂಟ್ ಹಟ್ಸ್, ಪಾರೂಕಿಯಾನಗರ, ಪಾದರಾಯನಪುರ, ಬೆಮಗಳೂರು-560026","Imtiaz Pasha Kom Babu Rahman, No.72, Muslim Burial Ground, Grisant Hutts, Parukkiyanagar, Padarayanapura, Bemgalur-560026",0.813
81,2015-16,10,"ಇಮ್ತಿಯಾ ಪಾಷ ಕೋಂ ಬಾಬು, ನಂ.7/146, ಮುಸ್ಲಿಂ ಬುರಿಯಲ್ ಗ್ರೌಂಡ್, ಗ್ರಿಸಂಟ್ ಹಟ್ಸ್, ಪಾರೂಕಿಯಾನಗರ, ಪಾದರಾಯನಪುರ, ಬೆಂಗಳೂರು-560026","Imtia Pasha Kom Babu, No.7 / 146, Muslim Burial Ground, Grisant Hutts, Parukkiyagara, Padarayanapura, Bangalore -560026",0.813
82,2015-16,11,"ಎ.ಶ್ರೀನಿವಾಸಚಾರ್ ಬಿನ್ ಅಶ್ವಥ್ ಚಾರ್, ನಂ 315/5, 6ನೇ ಮುಖ್ಯರಸ್ತೆ, ದೇವರಾಜಅರಸು ನಗರ, ಬೆಂಗಳೂರು-560026","A. Srinivaschar bin Ashwath Char, No. 315/5, 6th Main Road, Devarajarasu Nagar, Bangalore -560026",0.813
83,2015-16,12,"ಮುಕ್ತರ್ ಅಹಮದ್ ಬಿನ್ ನಯಾಜ್ ನಭಿಖಾನ್, ನಂ.622, 13ನೇ ಕ್ರಾಸ್, 17ನೇ ಮುಖ್ಯರಸ್ತೆ, ದೇವರಾಜ ಅರಸು ನಗರ, ಬೆಂಗಳೂರು-560026","Muktar Ahmed bin Naaj Nabhikhan, No. 622, 13th Cross, 17th Main Road, Devaraj Arasu Nagar, Bangalore -560026",0.813
84,2015-16,13,"ರವಿಕುಮಾರ್ ಬಿನ್ ಜಯಪ್ಪ, ನಂ.23, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 7ನೇ ಅಡ್ಡರಸ್ತೆ, ಚಾಮರಾಜಪೇಟೆ, ಬೆಮಗಳೂರು-560018","Ravikumar bin Jayappa, No. 23, 1st Main Road, 7th Cross, Chamarajpet, Bellalur-560018",0.813
85,2015-16,14,"ಕೃಷ್ಣಪ್ಪ.ಜಿ.ಇ ಬಿನ್ ಚಿಕ್ಕ ಈಶ್ವರಪ್ಪ. ನಂ.183, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 5ನೇ ಅಡ್ಡರಸ್ತೆ, ಚಾಮರಾಜಪೇಟೆ, ಬೆಮಗಳೂರು-560018","Krishnappa G. Binna Short Eshwarappa. No.183, 1st Main Road, 5th Cross, Chamarajpet, Bellalur -560018",0.813
86,2015-16,15,"ಅಪ್ರೋಜ್ ಅಲಿ ಖಾನ್.ಬಿ ಬಿನ್ ಬಸೀರ್ ಅಹಮದ್, ನಂ. 36, 3ನೇ ಕ್ರಾಸ್, ಡಾ:ಟಿ.ಸಿ.ಎಂ ರಾಯನ್ ರಸ್ತೆ, ಸಿದ್ದಾರ್ಥನಗರ, ಬೆಂಗಳೂರು-560053","Afroz Ali Khan bin bin bassir Ahmed, no. 36, 3rd Cross, Dr: TCM Royal Road, Siddharth Nagar, Bangalore -560053",0.813
87,2015-16,16,"ಖಿಜರ್ ಪಾಷ ಬಿನ್ ಅನ್ವರ್ ಪಾಷ, ನಂ.29/2, 2ನೇ ಕ್ರಾಸ್, ಇಟ್ಟಿಗೆ ಆಂಜಿನಪ್ಪ ಲೇನ್, ಓಲ್ಡ್ ಪೆನ್ಷನ್ ಮೊಹಲ್ಲಾ, ಬೆಂಗಳೂರು-560018","Khajar Pasha Bin Anwar Pasha, No. 29/2, 2nd Cross, Brick Anjanappa Lane, Old Pension Mohalla, Bangalore -560018",0.813
88,2015-16,17,ವಾರ್ಡ್ ನಂ.136 ವಿನಾಯಕ ನಗರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works in the ward number 136 Vinayaka city limits,10.0
89,2015-16,18,ವಾರ್ಡ್ ನಂ.141ರ ಕಸ್ತೂರಬಾ ನಗರದ ರುದ್ರಪ್ಪ ಗಾರ್ಡನ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ ಹಂತ-1,"Work on Drinking Water at Rudrappa Gardens, Kasturba, Ward No. 141",10.0
90,2015-16,19,ವಾರ್ಡ್ ನಂ.141ರ ಕಸ್ತೂರಬಾ ನಗರದ ರುದ್ರಪ್ಪ ಗಾರ್ಡನ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ ಹಂತ-2,"Drinking water works in Rudrappa Gordon area of ​​Kasturba, Ward No. 141",10.0
91,2015-16,20,ವಾರ್ಡ್ ನಂ.141ರ ವಾಲ್ಮೀಕಿ ನಗರದ 11ನೇ ಅಡ್ಡರಸ್ತೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works at the 11th crossroads of Valmiki city of Ward No. 141,10.0
92,2015-16,21,ವಾರ್ಡ್ ನಂ.141ರ ವಾಲ್ಮೀಕಿ ನಗರದ 1ನೇ ಅಡ್ಡರಸ್ತೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works at 1st crossroads of Valmiki city of Ward No. 141,10.0
93,2015-16,22,ವಾರ್ಡ್ ನಂ.139 ವಿಕ್ಟೋರಿಯಾ ಆಸ್ಪತ್ರೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water work at Ward No.139 Victoria Hospital,10.0
94,2015-16,23,ವಾರ್ಡ್ ನಂ.141 ವಾಲ್ಮೀಕಿ ನಗರದ ಬಂಡೆ ಸ್ಲಂ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ ಹಂತ-1,Ward No.141 Drinking Water Level Level 1 in Valmiki City Rock Slum,10.0
95,2015-16,24,ವಾರ್ಡ್ ನಂ.141 ವಾಲ್ಮೀಕಿ ನಗರದ 1ನೇ ಅಡ್ಡರಸ್ತೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ ಹಂತ-2,WARD No. 141 Drinking Water Work Level 1 in Valmiki City 1st Crossroads,10.0
96,2015-16,25,ವಾರ್ಡ್ ನಂ.135ರ ಪಾದರಾಯನಪುರ 11ನೇ ಅಡ್ಡರಸ್ತೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ ಹಂತ-1,"Drinking Water Level Level-1 on Padarayanapura 11th Crossroads, Ward No.135",10.0
97,2015-16,26,ವಾರ್ಡ್ ನಂ.135ರ ಪಾದರಾಯನಪುರ 11ನೇ ಅಡ್ಡರಸ್ತೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ ಹಂತ-2,Drinking water work at Padarayanapura 11th crossroads for Ward No.135,10.0
98,2016-17,1,"ಆಸೀಪ್ ಪಾಷ ಬಿನ್ ಬಾಬಾ ಜಾನ್, ನಂ.15/1, 6ನೇ ಅಡ್ಡರಸ್ತೆ, 1ನೇ ಮುಖ್ಯರಸ್ತೆ ಪಾದರಾಯನಪುರ (ಪಶ್ಚಿಮ) ಬೆಂಗಳೂರು-560026","Asep Pasha Bin Baba John, No. 15/1, 6th Cross, 1st Main Road Padarayanapura (West) Bangalore -560026",0.813
99,2016-17,2,"ನಜೀಬುರ್ ರೆಹಮಾನ್ ಬಿನ್ ಹಬೀಬುರ್ ರೆಹಮಾನ್, ನಂ.146-1, ಭಕ್ಷಿ ಗಾರ್ಡನ್ ಬೆಂಗಳೂರು","Najibur Rehman Bin Habibur Rehman, No. 146-1, Bhakti Garden Bangalore",0.813
100,2016-17,3,"ಮೊಹಸೀನ್ ಬಿನ್ ವಜೀರ್ ಅಹಮದ್, ನಂ 32, ಇಟ್ಟಿಗೆ ಆಂಜನಪ್ಪ ಲೇನ್, ಹಳೇ ಪೆನ್ಷನ್ ಮೊಹಲ್ಲಾ, ಮೈಸೂರು ರಸ್ತೆ, ಬೆಂಗಳೂರು-560018","Mohsin bin Wazir Ahmed, No. 32, Brick Anjanappa Lane, Old Pension Mohalla, Mysore Road, Bangalore -560018",0.813
101,2016-17,4,ವಾರ್ಡ್ ನಂ.136ರ ದೇವರಾಜ ಅರಸ್ ರಸ್ತೆ ದೊಡ್ಡಮ್ಮ ದೇವಸ್ಥಾನದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works at the Devaraja Aras Road Vallamma temple at Ward No.136,10.0
102,2016-17,5,ವಾರ್ಡ್ ನಂ.139ರ ಚಲುವಾದಿ ಪಾಳ್ಯ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works within the wing of Ward No. 139,10.0
103,2016-17,6,ವಾರ್ಡ್ ನಂ.137ರ ಪೆನ್ಷನ್ ಮೊಹಲ್ಲಾ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works in the Pension Mohalla range of Ward No.137,10.0
104,2016-17,7,ವಾರ್ಡ್ ನಂ.135ರ ಹೊಸಹಳ್ಳಿ ರೋಡ್ 7ನೇ ಕ್ರಾಸ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,"Drinking water works in the 7th Cross range of Newholli Road, Ward No.135",10.0
105,2016-17,8,ವಾರ್ಡ್ ನಂ.136ರ ಮದರಸ ಮಸೀದಿನ ಬುರಿಯಲ್ ಗ್ರೌಂಡ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works in the Burial Ground range of Madras Masjid Ward 136,4.0
106,2016-17,9,ವಾರ್ಡ್ ನಂ.136ರ ಮೊಮಿನ್ ಪುರ ಬುರಿಯಲ್ ಗ್ರೌಂಡ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Kakadiya Water Works in the Moinpur Burial Ground range of Ward No.136,10.0
107,2016-17,10,ವಾರ್ಡ್ ನಂ.137ರ ರಾಯಪುರ ಚರ್ಚ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works in the Raipur church range of Ward No.137,10.0
108,2016-17,11,ವಾರ್ಡ್ ನಂ.136 ಪಾದರಾಯನಪುರ 5ನೇ ಕ್ರಾಸ್ ಹೊಸಹಳ್ಳಿ ಮುಖ್ಯರಸ್ತೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Ward No 136 Padarayanapura 5th Cross Drinking Water Works at Hosahalli Main Road,9.0
109,2016-17,12,ವಾರ್ಡ್ ನಂ.137ರ ಪಾದರಾಯನಪುರ ಮುಸ್ತಾಫ ಮಸೀದಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works in the Padarayanapura Mustafa mosque range of Ward No.137,7.0
110,2016-17,13,ವಾರ್ಡ್ ನಂ.141ರ ಅಜಾದ್ ನಗರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works in the city of Azad in Ward No.141,6.0
111,2016-17,14,ವಾರ್ಡ್ ನಂ.137 ರ ಜೆ.ಜೆ.ಆರ್ ನಗರ ನ್ಯೂಪೆನ್ಷನ್ ಲೈನ್ ಅಧಿಶಕ್ತಿಮಾರಿಯಮ್ಮ ದೇವಸ್ಥಾನದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ಕಾಮಗಾರಿ,Drinking water works under the jurisdiction of the Jaffna city of New Ward No.137,7.0
112,2016-17,15,ಚಾಮರಾಜಪೇಟೆ ಕ್ಷೇತ್ರದ ಜೆ.ಜೆ.ಆರ್ ನಗರದ ವಾರ್ಡ್ ನಂ.136 ರ ವ್ಯಾಪ್ತಿಯ ದೇವರಾಜ ಅರಸು ನಗರದ ಸುತ್ತಮುತ್ತಲ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ರಸ್ತೆ ಮತ್ತು ಚರಂಡಿ  ಕಾಮಗಾರಿ,"Concrete road road and drainage work around the city of Devaraja Arasu, Ward 136 of JJR city of Chamarajpetta constituency.",10.0
113,2016-17,16,ಚಾಮರಾಜಪೇಟೆ ಕ್ಷೇತ್ರದ ಜೆ.ಜೆ.ಆರ್ ನಗರದ ವಾರ್ಡ್ ನಂ.136 ರ ವಿನಾಯಕ ನಗರದ ಸುತ್ತಮುತ್ತಲೂ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಮತ್ತು ಚರಂಡಿ ಕಾಮಗಾರಿ,Concrete road and drainage work around Vinayaka city of JRR city Ward 136 of Chamarajpet constituency,10.0
114,2016-17,17,ಚಾಮರಾಜಪೇಟೆ ಕ್ಷೇತ್ರದ ಜೆ.ಜೆ.ಆರ್ ನಗರದ ವಾರ್ಡ್ ನಂ.136 ರ ವ್ಯಾಪ್ತಿಯ ಜನತಾ ಕಾಲೋನಿಯ ಸುತ್ತಮುತ್ತಲ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ಮತ್ತು ಚರಂಡಿ ಕಾಮಗಾರಿ,Concrete road and drainage work around the Janatha Colony on Ward 136 of JJR city of Chamarajpett constituency.,10.0
115,2016-17,18,ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.136 ರಲ್ಲಿ ಬರುವ ಮೈಸೂರು ರಸ್ತೆಯ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ (ಮುಸ್ಲಿಂ ಸ್ಮಶಾನದ ಮುಂಭಾಗ),Construction of Mysore Road Bus Terminus (Front of Muslim Cemetery) in Chamarajpet Assembly Constituency Ward No.136,7.5
116,2016-17,19,ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.138 ರಲ್ಲಿ ಬರುವ ಪಶು ವೈಧ್ಯಾಲಯದ ಮುಂಭಾಗ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ,Construction of bus shelter in front of veterinary hospital in Chamarajpet Assembly Constituency Ward No.138,7.5
117,2016-17,20,ಬೆಂಗಳೂರು ನಗರ ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕೆ.ಆರ್.ಮಾರುಕಟ್ಟೆ ವಾರ್ಡ್ ನಂ.139 ರಲ್ಲಿ ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"Construction of Clean Drinking Water Unit in KRMarket Ward Ward No.139 of Chamarajpet Assembly Constituency, Bangalore",10.0
118,2016-17,21,ಬೆಂಗಳೂರು ನಗರ ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕೆ.ಆರ್.ಮಾರುಕಟ್ಟೆ ವಾರ್ಡ್ ನಂ.139 ನೇ ಕ್ಷೇತ್ರದಲ್ಲಿ ಬರುವ  ಟಿಪ್ಪುನಗರ ಸುತ್ತಮುತ್ತಲಿನಲ್ಲಿ ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"The Clean Drinking Water Unit is being built around the Tipunagar area in the KR Marketward Ward No.139 of Chamarajpet constituency, Bangalore.",10.0
119,2016-17,22,ಬೆಂಗಳೂರು ನಗರ ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕೆ.ಆರ್.ಮಾರುಕಟ್ಟೆ ವಾರ್ಡ್ ನಂ.136 ನೇ ಕ್ಷೇತ್ರದಲ್ಲಿ  ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Clean drinking water unit in KRMarkatte Ward No.136 of Chamarajpet constituency in Bangalore city,10.0
120,2016-17,23,ಬೆಂಗಳೂರು ನಗರ ಚಾಮರಾಜಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಕೆ.ಆರ್.ಮಾರುಕಟ್ಟೆ ವಾರ್ಡ್ ನಂ.137 ನೇ ಕ್ಷೇತ್ರದಲ್ಲಿ  ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Clean drinking water unit in KRMarkatte Ward No.137 of Chamarajpet Assembly constituency of Bangalore City,10.0
121,2016-17,24,"Improvements to drain & C.C.Roads in Devarajurs Nagar, 13th Cross, Surrounding reas in ward No.136, J.J.R Nagar","Improvements to drain & C.C.Roads in Devarajurs Nagar, 13th Cross, Surrounding reas in ward No.136, J.J.R Nagar",7.0
122,2016-17,25,"Improvements to drain & C.C.Roads in Vinayakanagar in ward No.136, JJR Nagar","Improvements to drain & C.C.Roads in Vinayakanagar in ward No.136, JJR Nagar",10.0
123,2017-18,1,"Providing WPC and Renovation works to BBMP library building at Devraj urs Nagar in JJR Nagar ward No.136 ಬದಲಿ ಕಾಮಗಾರಿ:-Improvements to Hindu burial ground opp to Mominpura Entrance HBG Road in ward No.136, JJR Nagar","Providing WPC and Renovation works to BBMP library building at Devraj urs Nagar in JJR Nagar ward No.136 ಬದಲಿ ಕಾಮಗಾರಿ:-Improvements to Hindu burial ground opp to Mominpura Entrance HBG Road in ward No.136, JJR Nagar",10.0
124,2017-18,2,Restoration works at Arafth Nagar and Surrounding Areain Padarayanagara ward No.135,Restoration works at Arafth Nagar and Surrounding Areain Padarayanagara ward No.135,10.0
125,2017-18,3,"Renovation works to electrical crematorium at 2nd cross Mysore Road in JJR Nagar ward No.136ಬದಲಿ ಕಾಮಗಾರಿ:-Improvements to hindu burial ground at 3rd Main Road, Padarayanapura in JJR Nagar Ward No.136","Renovation works to electrical crematorium at 2nd cross Mysore Road in JJR Nagar ward No.136ಬದಲಿ ಕಾಮಗಾರಿ:-Improvements to hindu burial ground at 3rd Main Road, Padarayanapura in JJR Nagar Ward No.136",5.0
126,2017-18,4,Restoration works at 14th Cross Devraj urs Nagar in JJR Nagar in ward No.136,Restoration works at 14th Cross Devraj urs Nagar in JJR Nagar in ward No.136,10.0
127,2017-18,5,Improvements to pathway and restoration of footpath infront of victoriya hospital campus in ward No.139,Improvements to pathway and restoration of footpath infront of victoriya hospital campus in ward No.139,5.0
128,2017-18,6,Restoration works at 9th & 10th Cross Devraj urs Nagar in JJR Nagar in ward No.136,Restoration works at 9th & 10th Cross Devraj urs Nagar in JJR Nagar in ward No.136,10.0
129,2017-18,7,ವಾರ್ಡ್ ನಂ.138ರ ಭಂಗೀಕಾಲೋನಿಯಲ್ಲಿ ಅಂಗನವಾಡಿ ಕೇಂದ್ರದ ಕಟ್ಟಡ ಕಾಮಗಾರಿ,"Building work of Anganwadi Center in Bhangi Colony, Ward No.138",10.0
130,2017-18,8,ವಾರ್ಡ್ ನಂ.138ರ ಟಿ.ಸಿ.ಎಮ್ ರಾಯನ್ ರಸ್ತೆಯ ಸರ್ಕಾರಿ ಉರ್ದು ಶಾಲೆಯಲ್ಲಿ ಶೌಚಾಲಯಗಳ ನಿರ್ಮಾಣ,"Construction of Toilets at Government Urdu School of TCM Royal Road, Ward No.138",10.0
131,2017-18,9,ಕರ್ನಾಟಕ ಚಲನಚಿತ್ರ ಕಲಾವಿದರ ಸಂಘದ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Karnataka Film Artists Association Building Construction,30.0
