Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
48,2015-16,11,"ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ ವಾರ್ಡ್-101ರ ಬಸವೇಶ್ವರನಗರ ಜಾಗೃತಿ ಮಹಿಳಾ ಅಭಿವೃದ್ಧಿ ಸಂಸ್ಥೆ (ರಿ) ನಂ:2, ಎಂ.ಐ.ಜಿ 1ನೇ ಹಂತ, 4ನೇ ಮುಖ್ಯರಸ್ತೆ, ಕೆ.ಹೆಚ್.ಬಿ ಕಾಲೋನಿ ಬೆಂ-79, ಈ ಸಂಘದ ನಿವೇಶನ ಸಂಖ್ಯೆ:27/ಎ ಕೆಹೆಚ್‍ಬಿ ಕಾಲೋನಿ 1ನೇ ಸ್ಟೇಜ್ ಬೆಂಗಳೂರು-560079ರಲ್ಲಿ ನೆಲಮಹಡಿಯಲ್ಲಿ ಕಡತ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.","Basaveshwara Nagar Awareness: Women Development Center (R) No. 2, MIG 1st Stage, 4th Main Road, KHB Colony Bam-79, No. of Houses: 27 / A KHB Colony 1st Stage Bangalore File-making work on ground floor in -560079.",13.0
49,2015-16,12,ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ ವಾರ್ಡ್-101ರ ವಿಶ್ವೇಶ್ವರಯ್ಯ ಉದ್ಯಾನವನ (ಕೋತಿ ಪಾರ್ಕ್)ದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.,For the creation of Open Jim Equipment in the Kamakshipalya Ward-101 Visvesvaraya Park (Koti Park).,22.0
50,2015-16,13,"ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ ವಾರ್ಡ್-101ರ ಎಸ್.ಬಿ.ಐ ಅಧಿಕಾರಿಗಳ ಉದ್ಯಾನವನದಲ್ಲಿ ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅಗತ್ಯ ಕಟ್ಟಡ ನಿರ್ಮಿಸಿ, ಆರ್‍ಓ ಪ್ಲಾಂಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.",The construction of a building for establishing a clean drinking water unit at the SBI Officers Park of KamakshiPalya Ward-101 is for the construction of RO Plant.,20.25
51,2015-16,14,"ಬಸವೇಶ್ವರನಗರ ವಾರ್ಡ್-100ರಲ್ಲಿ ನೇತಾಜಿ ಸುಭಾಷ್ ಚಂದ್ರಬೋಸ್ ಆಟದ ಮೈದಾನದಲ್ಲಿ ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅಗತ್ಯ ಕಟ್ಟಡ ನಿರ್ಮಿಸಿ, ಆರ್‍ಓ ಪ್ಲಾಂಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.","Basaveshwaranagar Ward - 100 For the construction of the Row Plant, the construction of a clean drinking water unit at Netaji Subhash Chandra Bose's playground.",20.25
52,2015-16,15,ಬಸವೇಶ್ವರನಗರ ವಾರ್ಡ್-100ರಲ್ಲಿವ ನೇತಾಜಿ ಕಿರು ಅರಣ್ಯ (ಉದ್ಯಾನವನ)ದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ,Works for Open Jim Equipment at Basaveshwarnagar Ward-100 Netaji Short Forest (Park),22.0
53,2015-16,16,ಶ್ರೀರಾಮಮಂದಿರ ವಾರ್ಡ್-108ರಲ್ಲಿ ಶ್ರೀರಾಮಮಂದಿರ ಆಟದ ಮೈದಾನದಲ್ಲಿರುವ ಶ್ರೀರಾಮಮಂದಿರ ಫಿಟ್‍ನೆಸ್ ಟೆಂಪಲ್‍ಗೆ ಹೆಚ್ಚುವರಿಯಾಗಿ ಟ್ರೆಡ್‍ಮಿಲ್ ಹಾಗೂ ಇತರೆ ಜಿಮ್ ಎಕ್ಯೂಪಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.,For the construction of the treadmill and other gym equipment in addition to the Sri Ram Mandir Fitness Temple at Sriram Mandir's playground at Sriramandir Ward -108.,3.65
54,2015-16,17,ಶ್ರೀರಾಮಮಂದಿರ ವಾರ್ಡ್-108ರ ರಾಜಾಜಿನಗರ 4ನೇ ವಿಭಾಗದಲ್ಲಿರುವ ಮಾ.ರಾಮಮೂರ್ತಿ ಉದ್ಯಾನವನ (ಎ.ಬಿ.ಸಿ ಪಾರ್ಕ್)ದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.,"For the construction of Open Jim Equipment at M Ramamurthy Park (ABC Park), 4th Division of Rajajinagar, Sriramandira Ward -108.",22.0
55,2015-16,18,"ದಯಾನಂದನಗರ ವಾರ್ಡ್-97ರಲ್ಲಿ ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅಗತ್ಯ ಕಟ್ಟಡ ನಿರ್ಮಿಸಿ, ಆರ್.ಓ ಪ್ಲಾಂಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.",The construction of the building needed to set up a clean drinking water unit in Dayanand Nagar Ward -97 and the construction of the ROO plant.,20.25
56,2015-16,19,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ರಾಜಾಜಿನಗರ ವಾರ್ಡ್‍ನ ಸರ್ಕಾರಿ ಪ್ರಥಮ ದರ್ಜೆ ಕಾಲೇಜಿಗೆ ಬೋಧನಾ ಉಪಕರಣಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿಗೆ.,To provide teaching equipment to the Government First Grade College of Rajajinagar Ward in Rajajinagar Assembly constituency.,6.8
57,2015-16,20,"ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ  ಮಾಗಡಿರಸ್ತೆ, ಪೋಲಿಸ್ ಠಾಣೆ, ಬಸವೇಶ್ವರನಗರ ಪೋಲಿಸ್ ಠಾಣೆ ಮತ್ತು ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ ಪೋಲಿಸ್ ಠಾಣೆಯಲ್ಲಿ ಗುರುತಿಸಲಾಗಿರುವ 76 ಸ್ಥಳಗಳಲ್ಲಿ ಸಿಸಿ ಕ್ಯಾಮರಗಳನ್ನು          (70+6 ಪಿಟಿಜಡ್ ಕ್ಯಾಮರಗಳು) ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.","For the construction of CC cameras (70 + 6 ptzid cameras) in 76 locations identified at Rajaginagar assembly constituency Magadi Road, Police Station, Basaveshwarnagar Police Station and KamakshiPalya Police Station.",32.0
58,2015-16,21,"ಶಿವನಗರ ವಾರ್ಡ್-107ರ ತಿಮ್ಮಯ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಗಂಗಮ್ಮ ತಿಮ್ಮಯ್ಯ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಯ ಎದುರು ಇರುವ ಬಿಎಚಿಟಿಸಿ ಬಸ್ ತುಂಗುದಾಣ ಶಿಥಿಲವಾಗಿದ್ದು, ಅದರ ಪುನರ್ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗೆ.","The BMCTC bus stand near Gangamma Thimayya Government High School in Thimayya, Sivanagar Ward -107, was damaged and rebuilt.",6.0
59,2015-16,22,ಬದಲಿ ಕಾಮಗಾರಿ:- ಶ್ರೀರಾಮಮಂದಿರ ವಾರ್ಡ್ -108ರ ಎಸ್.ಜೆ.ಆರ್ ಕಾಲೇಜಿನ ಎದುರು ಬಿಎಂಟಿಸಿ ಬಸ್ ತಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Replacement Work: -BMTC bus shelter construction in front of SRR College of Sriramandira Ward -108. ,6.0
60,2016-17,1,"ದಯಾನಂದನಗರ ವಾರ್ಡ್-97ರ ಬಡ್ಡಿರೆಡ್ಡಿ ವೃತ್ತದಲ್ಲಿ ಬಿಎಂ ಟಿಸಿ, ಬಸ್ ತುಂಗುದಾಣ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗೆ.","Dayanand Nagar Ward - BM TC, 97 Busyreddy Circle for construction of bus stand.",6.0
61,2016-17,2,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಶ್ರೀರಾಮಮಂದಿರ ವಾರ್ಡ್-108 ರಲ್ಲಿ ಶ್ರೀರಾಮಮಂದಿರ ದೇವಾಲಯದ ಪಕ್ಕದಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅಗತ್ಯವಿರುವ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವ ಕಾಮಗಾರಿ.,The construction of a pipe well needed to set up a clean drinking water unit next to the Sri Ram Mandir Temple in Sriramandira Ward - Rajajinagar Assembly constituency.,5.25
62,2016-17,3,ಶಿವನಗರ ವಾರ್ಡ್ ನಂ:107ರ ಮಂಜುನಾಥನಗರ 1ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ಉದ್ಯಾನವನದಲ್ಲಿ              40ಘಿ55 ಅಡಿಜಾಗದಲ್ಲಿ ನಗೆಕೂಟದ ಸದಸ್ಯರು ಮತ್ತು ಸಾರ್ವಜನಿಕರಿಗಾಗಿ ನೆಲಹಾಸು ಮತ್ತು ಮೇಲ್ಛಾವಣಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗಾಗಿ.,"Shivanagar Ward No.1: Garden at 1st Manjunathagar 1st Century, 107th Floor, 55km 55ft for Angkor Waters and Public Works for Floor and Roof Construction.",24.9
63,2016-17,4,"ಶ್ರೀಮತಿ ಮುತ್ತಮ್ಮ, ನಂ.419, 8ನೇ ಅಡ್ಡರಸ್ತೆ, ಇಂದಿರಾನಗರ, ರಾಜಾಜಿನಗರ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ಖರೀದಿಗಾಗಿ","Mrs. Muthamma, No.419, 8th Cross, Indiranagar, Rajajinagar, Bangalore for purchase of Trichakra",0.85
64,2016-17,5,ಬಸವೇಶ್ವರನಗರ ವಾರ್ಡ್ ನಂ:100ರ ವಿಶ್ವೇಶ್ವರಯ್ಯ ಉದ್ಯಾನವನದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,Basaveshwaranagar Ward No.: Work on Open Jim Equipment at 100 Vishweshwaraiah Park.,22.0
65,2016-17,6,ಶಿವನಗರ ವಾರ್ಡ್ ನಂ:107ರ ಧೋಬಿಘಾಟ್ ಪಕ್ಕದಲ್ಲಿರುವ ಉದ್ಯಾನವನದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.,"Shivanagar Ward No.: For Implementation of Open Jim Equipment in the adjoining park of Dhobighat, 107.",22.0
66,2016-17,7,"ರಾಜಾಜಿನಗರ ವಾರ್ಡ್ ನಂ-99ರಲ್ಲಿ 36ನೇ ಅಡ್ಡರಸ್ತೆ 2ನೇ ಮುಖ್ಯರಸ್ತೆಯ ಬಳಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಿಸಿ, ಆರ್.ಓ ಪ್ಲಾಂಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Construction of a clean drinking water plant near the 2nd Headquarters 36th in Rajajinagar Ward No-99, and the installation of RO Plant.",16.0
67,2016-17,8,"ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಶಿವನಗರ ವಾರ್ಡ್ -107ರ   ದಿ|| ಶ್ರೀಮತಿ ಗಂಗಮ್ಮ ಮತ್ತು ಶ್ರೀ ಎಂ.ತಿಮ್ಮಯ್ಯ ಸರ್ಕಾರಿ ಪದವಿಪೂರ್ವ ಕಾಲೇಜು, ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆ ಹಾಗೂ ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಈ ಸಂಸ್ಥೆಯ ಆವರಣದಲ್ಲಿ ಒಂದು ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸಿ ಪಂಪ್ ಅಳವಡಿಸಿ ವಿದ್ಯುದ್ದೀಕರಣಗೊಳಿಸುವ ಕಾಮಗಾರಿ.","Shivanagar ward of Rajajinagar assembly constituency -107 Mrs. Gangamma and Shri M. Thimayya Government undergraduate college, Government High School and Government Model Primary School, a pipe well drilled and pumped on the campus of this institution.",5.5
68,2016-17,9,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಶ್ರೀರಾಮಮಂದಿರ ವಾರ್ಡ್-108ರ ಡಾ||ರಾಮಮೂರ್ತಿ ಉದ್ಯಾನವನ (ಎ.ಬಿ.ಸಿ ಪಾರ್ಕ್)ದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಮುಂದುವರೆದ ಕಾಮಗಾರಿ.,Implementation of Open Jim Equipment at Dr. Ramamurthy Park (ABC Park) at Sriramandira Ward -108 at Rajajinagar Assembly constituency.,1.68
69,2016-17,10,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಸವೇಶ್ವರನಗರ ವಾರ್ಡ್-100ರ ನೇತಾಜಿ ಉದ್ಯಾನವನದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಮುಂದುವರೆದ ಕಾಮಗಾರಿಗೆ,Basaveshwarnagar Ward of Rajajinagar Assembly Constituency - For the Advanced Work Installed by Open Jim Equipment at 100th Netaji Park,1.17
70,2016-17,11,"ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ ವಾರ್ಡ್-101ರ ಕೆ.ಹೆಚ್.ಬಿ ಕಾಲೋನಿ, 1ನೇ ಸ್ಟೇಜ್ ಗಣಪತಿ ದೇವಾಲಯದ ಪಕ್ಕದಲ್ಲಿರುವ ಪಾಲಿಕೆಯ ಜಾಗದಲ್ಲಿ ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪಿಸಲು ಅಗತ್ಯ ಕಟ್ಟಡ ನಿರ್ಮಿಸಿ, ಆರ್.ಓ ಪ್ಲಾಂಟ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ.","KHBB Colony, KamakshiPalya Ward-01, Rajajinagar Assembly constituency, for the construction of a REO plant to construct a clean drinking water unit in the adjoining Stage Ganapati temple near the 1st Stage Ganapati Temple.",16.0
71,2016-17,12,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಶಿವನಗರ ವಾರ್ಡ್ ನಂ:107ರ ಧೋಬಿಘಾಟ್ ಪಕ್ಕದಲ್ಲಿರುವ ಉದ್ಯಾನವನದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಮುಂದುವರೆದ ಕಾಮಗಾರಿಗೆ.,"Sivanagar Ward No. of Rajajinagar Assembly Constituency: For the upcoming work of Open Jim Equipment in the adjacent park of Dhobighat, 107.",9.3
72,2016-17,13,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಶಿವನಗರ ವಾರ್ಡ್-107ರ 3ನೇ ವೈ ಬ್ಲಾಕ್‍ನಲ್ಲಿರುವ ಮತ್ಯಾಲಮ್ಮ ಉದ್ಯಾನವನದಲ್ಲಿ ಓಪನ್ ಜಿಮ್ ಎಕ್ಯೂಪ್‍ಮೆಂಟ್ಸ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,"Shivanagar in Rajajinagar assembly constituencyWork on Open Jim Equipment at Madilamma Park, 3rd Wii Block of Ward-107. ",19.95
73,2016-17,14,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ದಯಾನಂದನಗರ ವಾರ್ಡ್ ನಂ:97ರ ಆರ್‍ಜಿಐ ಕಾಲೋನಿ 5ನೇ ಮತ್ತು 6ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ಬೋರ್‍ವೆಲ್‍ಗಳಿಗೆ ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ,Dayanand Nagar Ward No. of Rajajinagar Assembly Constituency: RG colony of 97th for the 5th and 6th borewells for the implementation of pipelines for drinking water.,3.25
74,2016-17,15,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ದಯಾನಂದನಗರ ವಾರ್ಡ್ ನಂ:97ರ ಆರ್‍ಜಿಐ ಕಾಲೋನಿ 7ನೇ ಮತ್ತು 8ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ಬೋರ್‍ವೆಲ್‍ಗಳಿಗೆ ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ,Dayanand Nagar Ward of Rajajinagar Assembly constituency: RG colony of 97th for the 7th and 8th borewells for the implementation of pipelines for drinking water.,3.25
75,2016-17,16,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ದಯಾನಂದನಗರ ವಾರ್ಡ್ ನಂ:97ರ ಆರ್‍ಜಿಐ ಕಾಲೋನಿ 10ನೇ ಮುಖ್ಯರಸ್ತೆ ಮತ್ತು 10ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಬೋರ್‍ವೆಲ್‍ಗಳಿಗೆ ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ,Dayanand Nagar Ward of Rajajinagar Assembly constituency: 97th RG Colony 10th Main Road and 10th Cross Borewells for Pipelines to Provide Drinking Water,3.25
76,2016-17,17,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ದಯಾನಂದನಗರ ವಾರ್ಡ್ ನಂ:97ರ ಎಲ್.ಎನ್.ಪುರ 8ನೇ ಅಡ್ಡರಸ್ತೆ ಮತ್ತು 3ನೇ ಮುಖ್ಯರಸ್ತೆಯ ಆಟೋ ಸ್ಟಾಂಡ್ ಬಳಿಯಲ್ಲಿರುವ ಬೋರ್‍ವೆಲ್‍ಗಳಿಗೆ ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ,Dayanand Nagar Ward No. of Rajajinagar Assembly Constituency: 97th LNP 8th Crossroads and 3rd Main Course For Borewells at Auto Stand For Pipelines to Provide Drinking Water,3.25
77,2016-17,18,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ದಯಾನಂದನಗರ ವಾರ್ಡ್ ನಂ:97ರ ಆರ್‍ಜಿಐ ಕಾಲೋನಿ 9ನೇ ಮತ್ತು 10ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಬೋರ್‍ವೆಲ್‍ಗಳಿಗೆ ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ,"Dayanand Nagar Ward No. of Rajajinagar Assembly Constituency: RG Colony 97, 97, For Borewells 9th & 10th Crossing Pipe Line for Drinking Water",3.25
78,2016-17,19,ರಾಜಾಜಿನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ದಯಾನಂದನಗರ ವಾರ್ಡ್ ನಂ:97ರ ಆರ್‍ಜಿಐ ಕಾಲೋನಿ 11ನೇ ಮತ್ತು 12ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಬೋರ್‍ವೆಲ್‍ಗಳಿಗೆ ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗೆ,"Dayanand Nagar Ward No. of Rajajinagar Assembly Constituency: RG Colony 97, 97, For Borewells on 11th and 12th Crossing Pipelines to Provide Drinking Water",3.25
79,2016-17,20,ಬಸವೇಶ್ವರನಗರ ವಾರ್ಡ್-100ರ ನೇತಾಜಿ ಕಿರು ಅರಣ್ಯ ಪಾಲಿಕೆ ಉದ್ಯಾನವನದಲ್ಲಿ ವಾಕಿಂಗ್ ಪಥಕ್ಕೆ (ಟ್ರಾಕ್‍ಗೆ) ನಡಿಗೆದಾರರಿಗಾಗಿ ಮಳೆ ಬಂದಾಗ ಅಗತ್ಯವಿರುವ ಮೇಲ್ಛಾವಣಿ (ಶೆಲ್ಟರ್) ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗೆ.,Basaveshwaranagar Ward - 100 Required Roof (Shelter) construction work when rainfall for walkers in the Walking Path (Track) at Netaji Short Forest Park.,25.0
80,2016-17,21,ಶ್ರೀ ಮುರುಗೇಶ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನಗ ಖರೀದಿಗಾಗಿ.,For purchase of a three-wheeler vehicle for Mr. Murugesh.,0.8
