Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
73,2013-14,73,"ವಾರ್ಡ್ ನಂ.144, ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನ ಗುಟ್ಟೇಪಾಳ್ಯದ ಮಾರಮ್ಮ ದೇವಸ್ಥಾನದ ಬಳಿ ಕಿರುನೀರು ಸರಬರಾಜು ಯೋಜನೆಗಾಗಿ","Ward No 144, for Water Supply Project near Maramma Temple, Guttepalya, Siddapura",4.0
74,2013-14,74,"ವಾರ್ಡ್ ನಂ.142, ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಗಂಗಮ್ಮ ದೇವಸ್ಥಾನದ ಬಳಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು ಪಂಪ್ ಮೆಷನರಿ ಅಳವಡಿಸಿ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Ward No 142, Pipe Line Near Ganga Temple in Sunkenahalli Ward, Pump Line Workshop Implemented by Pump Machinery",7.5
75,2014-15,1,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ಸಂ.118 ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ಪರಿಶಿಷ್ಟಜಾತಿ ಹಾಗೂ ಪಂಗಡದವರು ಹೆಚ್ಚಿನ ಸಂಖ್ಯೆಯಲ್ಲಿ ವಾಸಿಸುತ್ತಿರುವ ಜರ್ನಲಿಸ್ಟ್ ಕಾಲೋನಿಯಲ್ಲಿ ನಾಗರೀಕರ ಅನುಕೂಲಕ್ಕಾಗಿ ಶುದ್ದ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪಿಸುವ ಕಾಮಗಾರಿ,Chikkapet assembly constituency Ward No.118 Scheduled Castes and Scheduled Tribes of the Sudanamarga ward are working on establishing a clean drinking water unit for citizens' convenience in the journalist colony.,0.0
76,2014-15,2,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ಸಂ.114  ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆದು ನಾಗರೀಕರ ಅನುಕೂಲಕ್ಕಾಗಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಸ್ಥಾಪಿಸುವ ಕಾಮಗಾರಿ,Chackpet assembly constituency Ward No.114 Siddapura ward is set up to establish a clean drinking water unit for the benefit of civilians.,0.0
77,2014-15,3,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.143 ವಿ.ವಿ.ಪುರಂ ವಾರ್ಡಿನ ಪಾರ್ವತಿಪುರಂ ನಲ್ಲಿ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"Pipeline installation work at Parvathipuram at VVPuram Ward, Chikkapet Assembly Constituency Ward No. 143",1.75
78,2014-15,4,ಕು.ಸಂಧ್ಯಾ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,About sanctioning a trichark vehicle to K. Sandhya.,0.77
79,2014-15,5,ಶ್ರೀ.ಭಾಸ್ಕರನ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,About sanctioning a three-wheeler vehicle to Mr. Bhaskaran.,0.77
80,2014-15,6,ಶ್ರೀ.ಅರುಳದಾಸ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,About sanctioning a three wheeler vehicle to Mr. Aruladas.,0.77
81,2014-15,7,ಶ್ರೀ.ವಿನೋದ್ ರೋಷನ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,About sanctioning a three-wheeler vehicle to Mr.Vinod Roshan.,0.77
82,2014-15,8,ಶ್ರೀ.ನರಸಿಂಹರಾಜು ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,About sanctioning a three-wheeler vehicle to Mr. Narasimharaju.,0.77
83,2014-15,9,ಶ್ರೀ.ವೆಂಕಟೇಶ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,Mr. Venkatesh is allotted a three-wheel drive vehicle.,0.77
84,2014-15,10,ಶ್ರೀ.ಕೆ.ಬಸವರಾಜು ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,About sanctioning a three wheeler vehicle to Mr. K. Basavaraju.,0.77
85,2014-15,11,ಶ್ರೀ.ಜಿ.ಗೋಪಿ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,Mr. G. Gopi is allotted a three-wheeler vehicle.,0.77
86,2014-15,12,ಶ್ರೀ.ಅಪ್ಸರ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,Mr..User is about granting a three wheeler vehicle.,0.77
87,2014-15,13,ಶ್ರೀ.ರಫೀಕ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,Mr. Rafiq was allotted a three-wheel drive vehicle.,0.77
88,2014-15,14,ಶ್ರೀ.ಯುಸೇಫ್ ಶರೀಫ್ ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನವನ್ನು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ.,Mr..Usef Sharif is allocating a three-wheeler vehicle.,0.77
89,2014-15,15,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.118 ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ವಿನೋಭನಗರದ ಗುಡಿಸಲುಗಳ ಕಾಲೋನಿಯಲ್ಲಿರುವ ಕೊಳವೆ ವಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Chippet Assembly Constituency Ward No.118 Pipeline Implementation Workshop for Pipe Wave in Colony of recreational huts in Sudanamagar ward,2.0
90,2014-15,16,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.118 ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ವಿನೋಭನಗರದಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Pipeline installation work for the pipe well in Chinnpet Assembly Constituency Ward No.118,2.0
91,2014-15,17,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.142 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಪಾರ್ಕ್ ರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,"Chikkpete Assembly Ward Ward No.142 Park Road in Sunkenahalli Ward, Construction of Tube Well Drilling and Water Tank",2.5
92,2014-15,18,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
93,2014-15,19,ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,For pipeline installation work,2.5
94,2014-15,20,ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.143 ವಿ.ವಿ.ಪುರಂ ವಾರ್ಡಿನ ಮಾವಳ್ಳಿಯಲ್ಲಿರುವ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"Pipeline installation work for the tube well at Mavalli, VVPuram Ward, Chikkapet assembly constituency Ward No.143",2.5
95,2014-15,21,ವಾರ್ಡ್ ನಂ.142 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ನಂಜಪ್ಪ ಬ್ಲಾಕಿನಲ್ಲಿರುವ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,Ward No. 142 for construction of pipeline to the pipe well at Nanjappa block in Sunkenahalli Ward,3.0
96,2014-15,22,"ವಾರ್ಡ್ ನಂ.118, ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ನಾರಾಯಣ ಸ್ವಾಮಿ ಗಾರ್ಡನ್ ನಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ","Ward No.118, Building a Community Hall at Narayan Swami Garden in Sudanamagar Ward",16.0
97,2014-15,23,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಯ ಗೋಡೆಗಳಿಗೆ ವಿಶೇಷ ದುರಸ್ತಿ ಹಾಗೂ ಫ್ಲೋರಿಂಗ್ ಒದಗಿಸುವುದು ಮತ್ತು ಸುರ್ಕಿ ಒದಗಿಸುವ ಕಾಮಗಾರಿ,Ward No. 145 Special Repair and Flooring for the Government High School walls of Hombagowda City and the construction of the Suriki,2.5
98,2014-15,24,"ವಾರ್ಡ್ ನಂ.145, ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ ನೀರು ಸರಬರಾಜು ಒದಗಿಸಿ ಡಿಸೈನರ್ ಟೈಲ್ಸ್ ಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿ","Ward No.145, Construction of Water Supply to Government High School in Hombagowda, Providing Designer Tiles",2.5
99,2014-15,25,"ವಾರ್ಡ್ ನಂ.145, ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ ಒಳಚರಂಡಿ ವೈವಸ್ಥೆ ಕಲ್ಪಿಸುವುದು ಮತ್ತು ಸುಣ್ಣ ಬಳಿಯುವುದು ಇತ್ಯಾದಿ ಕಾಮಗಾರಿಗಳಿಗಾಗಿ","Ward No. 145, for the construction of sewage disposal and limestone for government high school in Hombagowda",2.5
100,2014-15,26,"ವಾರ್ಡ್ ನಂ.145, ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ 1ನೇ ಮಹಡಿಯ ಕಿಟಕಿಗಳಿಗೆ ಕಬ್ಬಿಣದ ಗ್ರಿಲ್ ಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿ","Ward No. 145, Construction of Iron Grills to 1st Floor Window to Government High School in Hombagowda",2.5
101,2014-15,27,"ವಾರ್ಡ್ ನಂ.145, ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ 2ನೇ ಮಹಡಿಯ ಕಿಟಕಿಗಳಿಗೆ ಕಬ್ಬಿಣದ ಗ್ರಿಲ್ ಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿ","Ward No. 145, Construction of Iron Grills For 2nd Floor Window to Government High School in Hombagowda",2.5
102,2014-15,28,"ವಾರ್ಡ್ ನಂ.145, ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಯಲ್ಲಿರುವ ಕಾರಿಡಾರ್ ನಲ್ಲಿ ಕಿಟಕಿಗಳಿಗೆ ಕಬ್ಬಿಣದ ಗ್ರಿಲ್ ಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿ","Ward No. 145, Construction of Iron Grills for Window at Corridor at Government High School, Hombagowda",2.5
103,2014-15,29,"ವಾರ್ಡ್ ನಂ.145, ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿಗಳಿಗಾಗಿ ಊಟದ ಕೋಣೆಯ ಕಾಮಗಾರಿ","Ward No. 145, Dining Room for Students at Government High School, Hombagowda",2.5
104,2014-15,30,"ವಾರ್ಡ್ ನಂ.145, ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಯ ಕಾಂಪೌಂಡ್ ಮೇಲೆ ಕಬ್ಬಿಣದ ಗ್ರಿಲ್ ಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿ","Ward No. 145, Construction of Iron Grills on Government High School Compound of Hombagowda City",2.5
105,2014-15,31,"ವಾರ್ಡ್ ನಂ.118, ಸುಧಾಮನಗರ ವಾರ್ಡಿನ ಲಯನ್ಸ್ ಕಣ್ಣಿನ ಆಸ್ಪತ್ರೆಯ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ","Ward No.118, Lions eye hospital development work in Sudanamagar ward",5.0
106,2014-15,32,ವಾರ್ಡ್ ನಂ.143 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಉದಯಭಾನು ಕಲಾಸಂಘ ಗವಿಪುರ ಸಾಲು ಛತ್ರಗಳ ಎದುರು ರಾಮಕೃಷ್ಣಮಠ ಬಡಾವಣೆ ಕೆಂಪೇಗೌಡನಗರದಲ್ಲಿ ನಿರ್ಮಿಸುತ್ತಿರುವ ಉದಯಭಾನು ಸಾಂಸ್ಕೃತಿಕ ಭವನದ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗಾಗಿ ,Ward No 143 Ramakrishna Math Layout Udayabhanu Kalanggha Gavipura Line in Udayabhanu Cultural Hall Building in Kempegowda Nagar,10.0
107,2014-15,33,ಬೆಂಗಳೂರು ನಗರ ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.119 ಧರ್ಮರಾಯ ಸ್ವಾಮಿ ವಾರ್ಡಿನ ಕೋಟೆ ಇ ಬೀದಿಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,"Bangalore Urban Chikkete Assembly Constituency Ward No.119 Dharmaraya Swamy Ward, Fort Eve Road, Construction of Tube Wells and Water Tank",2.5
108,2014-15,34,ಬೆಂಗಳೂರು ನಗರ ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.119 ಧರ್ಮರಾಯ ಸ್ವಾಮಿ ವಾರ್ಡಿನ ಕೋಟೆ ಇ ಬೀದಿಯಲ್ಲಿ ಕೊರೆದಿರುವ ಕೊಳವೆ ಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪು ಮೆಷಿನರಿ ಅಳವಡಿಸುವುದು ಕಾಮಗಾರಿ,Bangalore Urban Chikkete Assembly Constituency Ward No.119 Dharamarayi Swamy Ward is installed on Electricity Pump and Pump Machinery for Tube Wells,2.5
109,2014-15,35,ಬೆಂಗಳೂರು ನಗರ ಚಿಕ್ಕಪೇಟೆ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.119 ಧರ್ಮರಾಯ ಸ್ವಾಮಿ ವಾರ್ಡಿನ ಕೋಟೆ ಇ ಬೀದಿಯಲ್ಲಿ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Bangalore Urban Chikkete Assembly Constituency Ward No.119 Dharamaraya Swamy Ward Fortress Street,2.5
110,2014-15,36,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಮಾದರಿ ಕನ್ನಡ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಕೊಠಡಿಗಳಿಗೆ ಬಣ್ಣ ಬಳಿಯುವ ಕಾಮಗಾರಿಗಾರಿ,Ward No 145 Government Model of Hombagowda City Paintings for Primary Primary Schools,2.5
111,2014-15,37,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಮಾದರಿ ಕನ್ನಡ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಕೊಠಡಿಗಳಿಗೆ ಫ್ಲೋರಿಂಗ ಒದಗಿಸುವ ಕಾಮಗಾರಿಗಾರಿ,Ward No.145 Government Model of Hombagowda City Flooring Works for Primary School Rooms,2.5
112,2014-15,38,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಮಾದರಿ ಕನ್ನಡ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯಲ್ಲಿ ಊಟದ ಕೋಣೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಗಾಗಿ,Ward No.145 Government Model of Hombagowda School for Primary Construction School for Construction Work,2.5
113,2014-15,39,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಮಾದರಿ ಕನ್ನಡ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ ವೆಲ್ಡ್ ಮೆಷ್ ಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿ,Ward No.145 Government of the Government of Hombagowda Works for providing Weld Mesh to Primary Primary School,2.5
114,2014-15,40,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ ಫ್ಲೋರಿಂಗ್ ಒದಗಿಸುವ ಕಾಮಗಾರಿ,Ward No.145 Government Urdu Primary at Hombagowda City,2.5
115,2014-15,41,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೊಠಡಿಗಳಿಗೆ ಮರು ಪ್ಲಾಸ್ಟರಿಂಗ್ ಮಾಡುವ ಕಾಮಗಾರಿ,Ward No. 145 Government Urdu Primary School at Hombagowda City Re-Plastering Workshops,2.5
116,2014-15,42,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೊಠಡಿಗಳಿಗೆ ಬಣ್ಣ ಬಳಿಯುವ ಕಾಮಗಾರಿ,Ward No.145 Government Urdu Primary School in Hombagowda City Complex to paint rooms,2.5
117,2014-15,43,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೊಠಡಿಗಳಿಗೆ ವೆಲ್ಡ್ ಮೆಷ್ ಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,Ward No. 145 Government Urdu Primary School of Hombagowda For Construction of Weld Mesh Rooms,2.5
118,2014-15,44,ವಾರ್ಡ್ ನಂ.145 ಹೊಂಬೇಗೌಡ ನಗರದ ಸರ್ಕಾರಿ ಉರ್ದು ಪಾಠ ಶಾಲೆಗೆ ಡಬ್ಲ್ಯುಪಿಸಿ(ವೆದರ್ ಪ್ರಾಫ್ ಕೋರ್ಸ್)  ಒದಗಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,Ward No. 145 For the construction of the WUPC (Weather Professor Course) for the Government Urdu Lesson School of Hombagowda,5.0
119,2014-15,45,ವಾರ್ಡ್ ನಂ.144 ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನ ವೆಂಕಟರೆಡ್ಡಿ ಸ್ಲಂ ಪ್ರದೇಶದ ರಸ್ತೆಗಳಿಗೆ ನೀರು ಸರಬರಾಜು ಕೊಳವೆಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿಗಾಗಿ,"Ward No. 144 For Construction of Water Supply Pipes for Venkatareddi Slum Road Road, Siddapura Ward",2.5
120,2014-15,46,ವಾರ್ಡ್ ನಂ.119 ಧರ್ಮರಾಯ ಸ್ವಾಮಿ ವಾರ್ಡಿನ ಕುಂಬಾರಗುಂಡಿಯಲ್ಲಿರುವ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"Ward No.119 Pipeline Implementation Workshop for Pipe Wells at Kumbaragundi, Dharmaraya Swami Ward",2.5
121,2014-15,47,ವಾರ್ಡ್ ನಂ.142 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಕೆಂಪೇಗೌಡನಗರದ ನಂಜಪ್ಪಬ್ಲಾಕ್ ನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಮತ್ತು ನೀರಿನ ಟ್ಯಾಂಕ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,"Ward No.142 Construction of a tube well drilling and water tank at Nanjaplakak, Kempegowda, Sunkenahalli Ward",2.5
122,2014-15,48,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪಂಪ್ ಮೆಷನರಿಗಾಗಿ,For power connection and pump machine,2.5
123,2014-15,49,ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,Construction of a pipe line to the tubing well,2.5
124,2014-15,50,"ವಾರ್ಡ್ ನಂ.142, ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ನಂಜಪ್ಪ ಬ್ಲಾಕ್ 4ನೇ ಕ್ರಾಸ್ ಹತ್ತಿರ ಸಿಸ್ಟ್ರನ್ ನಿರ್ಮಾಣ ಹಾಗೂ ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Ward No.142, Construction of Sistron Construction and Pipeline Near Nanjappa Block 4th Cross in Sunkenahalli Ward",2.5
125,2014-15,51,ವಾರ್ಡ್ ನಂ.142 ಸುಂಕೇನಹಳ್ಳಿ ವಾರ್ಡಿನ ಕೆಂಪೇಗೌಡನಗರದ ಶನಿಮಹಾತ್ಮ ದೇವಸ್ಥಾನದ ರಸ್ತೆಯಲ್ಲಿ ಸಿಸ್ಟ್ರನ್ ನಿರ್ಮಾಣ ಹಾಗೂ ಪೈಪ್ ಲೈನ್ ಹಾಕುವ ಕಾಮಗಾರಿಗಾಗಿ,"Ward No.142 For Construction of Sistron Construction and Pipeline on Shanimahat Temple Temple at Kempegowda Nagar, Sunkenahalli Ward",2.5
126,2014-15,52,"ಶ್ರೀ.ಬಿ.ರಮೇಶ್ ಬಿನ್ ಆರ್ ಮಾಲಪ್ಪ ನಂ.147, 15ನೇ ಕ್ರಾಸ್, 9ನೇ ಮೇನ್, ವಿಲ್ಸನ್ ಗಾರ್ಡನ್ ಬೆಂಗಳೂರು-30","Shri.B.Ramesh Bin R. Malappa No.147, 15th Cross, 9th Main, Wilson Gardens Bangalore -30",0.8
127,2014-15,53,"ಶ್ರೀ.ಮಣಿಕಂಠನ್ ಬಿನ್ ರಾಜಮಣಿ ನಂ.50/305 ರಾಜಗೋಪಾಲ ಗಾರ್ಡನ್, ಕಲಾಸಿಪಾಳ್ಯ, ಬೆಂಗಳೂರು-04","Sri.Manikanthan bin Rajamani No. 50/305 Rajagopal Gordon, Kalasipalya, Bangalore -04",0.8
128,2014-15,54,ವಾರ್ಡ್ ನಂ.144 ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನಲ್ಲಿರುವ ಗುಟ್ಟೇಪಾಳ್ಯ ಆಟದ ಮೈದಾನಕ್ಕೆ ಕಾಂಪೌಂಡ್ ನಿರ್ಮಾಣ ಮತ್ತು ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-1,Ward No. 144 Compound construction and development work for Guttepalya grounds in Siddapura Wardi Stage -1,2.5
129,2014-15,55,ವಾರ್ಡ್ ನಂ.144 ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನಲ್ಲಿರುವ ಗುಟ್ಟೇಪಾಳ್ಯ ಆಟದ ಮೈದಾನಕ್ಕೆ ಕಾಂಪೌಂಡ್ ನಿರ್ಮಾಣ ಮತ್ತು ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-2,Ward No. 144 Compound construction and development work at Gutepaliah Stadium in Siddapura Wardi Phase -2,2.5
130,2014-15,56,ವಾರ್ಡ್ ನಂ.144 ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನಲ್ಲಿರುವ ಗುಟ್ಟೇಪಾಳ್ಯ ಆಟದ ಮೈದಾನಕ್ಕೆ ಕಾಂಪೌಂಡ್ ನಿರ್ಮಾಣ ಮತ್ತು ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿ ಹಂತ-3,"Ward No. 144 Compound Construction and Development Work at Gutepaliah Stadium, Siddapura Ward - 3",2.5
131,2014-15,57,ವಾರ್ಡ್ ನಂ.144 ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನಲ್ಲಿರುವ ಅಶ್ವತ್ ಕಟ್ಟೆ ಆವರಣದ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿಗಾಗಿ ಹಂತ-1,Ward No. 144 Step-1 for Development of Ashwath Katte Complex at Siddapura Ward,2.0
132,2014-15,58,ವಾರ್ಡ್ ನಂ.144 ಸಿದ್ದಾಪುರ ವಾರ್ಡಿನಲ್ಲಿರುವ ಅಶ್ವತ್ ಕಟ್ಟೆ ಆವರಣದ ಅಭಿವೃದ್ದಿ ಕಾಮಗಾರಿಗಾಗಿ ಹಂತ-1,Ward No. 144 Step-1 for Development of Ashwath Katte Complex at Siddapura Ward,1.75
