Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
63,2016-17,35,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:19ರ ಪಟೇಲಪ್ಪ ಲೇಔಟ್ ರಸ್ತೆ (ಸಾಯಿಬಾಬಾ ದೇವಸ್ಥಾನ ಹತ್ತಿರ) ಇಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: 19 Patelappa Layout Road (near Saibaba Temple) in Hebbal Assembly constituency is the construction of a clean drinking water unit.,13.0
64,2016-17,36,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:21ರ ಹೆಬ್ಬಾಳ ಭಜನೆ ಮಂದಿರದ ಹತ್ತಿರ ಇಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Hebbal Assembly constituency Ward No: Nearly 21 Hebbal Bhajan Mandir Mandir is a clean drinking water unit.,13.0
65,2016-17,37,"ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:33ರ ಹವಳಪ್ಪ ಬ್ಲಾಕ್, ಚಾಮುಂಡಿನಗರ ಮುಖ್ಯರಸ್ತೆ ಇಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No: 33 Hawalappa Block, Chamundinagar Main Road, Hebbal Assembly Constituency is the construction of a clean drinking water unit.",7.0
66,2016-17,38,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:20ರ ಕೆ.ಇ.ಬಿ ಲೇಔಟ್‍ನಲ್ಲಿರವ ಆಟದ ಮೈದಾನದ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.,Hebbal Assembly constituency Ward No: The playground development work of the 20th KEB layout.,10.0
67,2017-18,1,"ಬೆಂಗಳೂರು ನಗರ, ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ.19 ರ ಎನ್.ಟಿ.ಐ ಬಸ್ ನಿಲ್ದಾಣದ ಹತ್ತಿರವಿರುವ ಆಟದ ಮೈದಾನ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Playground development work near NTI Bus Station, Ward No 19, Hebbal Assembly constituency, Bangalore City.",6.0
68,2017-18,2,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 20ರ ಭುವನೇಶ್ವರಿ ಸ್ಲಂ ಇಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Ward No: 20 Bhubaneswari Slum Hebbal Assembly Constituency The construction of a clean drinking water unit is here.,10.0
69,2017-18,3,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 20ರ ಸುಬ್ರಮಣಿ ಕಾಲೋನಿಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,Work on the Hebbal Assembly constituency Ward No. 20: Clean Drinking Water Unit at Subramani Colony.,10.0
70,2017-18,4,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 22ರ ಗುಡ್ಡದಹಳ್ಳಿ ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"The construction of a clean drinking water unit near Guddahalli Government Junior Primary School, Ward 22, Hebbal Assembly constituency.",10.0
71,2017-18,5,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 33ರ ಚಾಮುಂಡಿನಗರ ನಾಗದೇವಸ್ಥಾನ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,"Ward No: Hebbal Assembly Constituency: Construction of Clean Drinking Water Unit near Chamundi Nagar, 33rd.",10.0
72,2017-18,6,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 19ರ ಎನ್.ಟಿ.ಐ ಬಸ್ ನಿಲ್ದಾಣದ ಹಿಂಭಾಗದಲ್ಲಿರುವ ಪಾರ್ಕ್‍ನ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.,Hebbal Assembly constituency Ward No: The park's development work at the back of 19th NTI bus station.,5.0
73,2017-18,7,"ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 22ರ ವಿಶ್ವನಾಥನಾಗೇನಹಳ್ಳಿಯ, ಯಂಗ್ ಸ್ಕಾಲರ್ ಶಾಲೆಯ ಹತ್ತಿರ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","The construction of a clean drinking water unit near the Young Scholar School, Vishwanathaganeehalli, 22, in Hebbal Assembly constituency Ward No: 22.",10.0
74,2017-18,8,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 20ರ ಹೆಚ್.ಎಂ.ಟಿ ಲೇಔಟ್‍ನಲ್ಲಿರುವ ಪ್ರೆಸಿಡೆನ್ಸಿ ಶಾಲೆಯ ಎದುರು ಆಟದ ಮೈದಾನ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,"Hebbal Assembly Area Ward No: Playground Development Work in Presidency School in HMT Layout, 20",10.0
75,2017-18,9,ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 19ರ ಸೆಂಟ್ರಲ್ ಎಕ್ಸೈಜ್ ಲೇಔಟ್‍ನಲ್ಲಿರುವ ಸಂಸ್ಕøತಿಕ ಭವನದ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Hebbal Assembly constituency Ward No: Construction work on the Central Excise Layout in 19th,5.0
76,2017-18,10,"ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 19ರಲ್ಲಿರುವ ಶ್ರೀ ಕನ್ಯಕಾಪರಮೇಶ್ವರಿ ದೇವಾಲಯ ಸಮಿತಿ(ರಿ), ನಂ.78ಎ, ಎಸ್.ಕೆ.ಪಿ.ಟಿ ಸ್ಟ್ರೀಟ್, 5ನೇ ಮೈನ್, ಅಮರಜ್ಯೋತಿ ಲೇಔಟ್, ಸಂಜಯನಗರ, ಆರ್.ಎಂ.ವಿ, 2ನೇ ಹಂತ, ಬೆಂಗಳೂರುನಲ್ಲಿರುವ ದೇವಾಲಯದ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ","Shri Kanyakaparameshwari Temple Samithi (R), No.78A, SKTT Street, 5th Main, Amarjajothi Layout, Sanjayanagar, RMV, 2nd Stage, Temple Development Work at Bangalore at Hebbal Assembly Constituency Ward No. 19",5.0
77,2017-18,11,"ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 46ರಲ್ಲಿರುವ 2ನೇ ಮುಖ್ಯರಸ್ತೆ, ಜೆ.ಸಿ.ನಗರ ಟಿ.ವಿ.ಟವರ್ ಹಿಂಭಾಗ","2nd Main Road at Ward No: 46 in Hebbal Assembly Constituency, JC Nagar TV Tower",7.0
78,2017-18,12,"ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 46ರಲ್ಲಿರುವ 1ನೇ ಮುಖ್ಯರಸ್ತೆ, ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನ ಹತ್ತಿರ ಮಠದಹಳ್ಳಿ","1st Main Road in Wardha No. 46, Hebbal Assembly Constituency: Muttahalli Near Muneswar Temple",10.0
79,2017-18,13,"ಹೆಬ್ಬಾಳ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ: 46ರಲ್ಲಿರುವ ಮುನೇಶ್ವರ ಸಿ ಬ್ಲಾಕ್, ಕಾಟೇರಮ್ಮ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ, ಮಠದಹಳ್ಳಿ, ಸ್ಟೆಪ್‍ಡೌನ್","Muneswara C Block in Hebbal Assembly constituency Ward No. 46, near Kataramma Temple, Muttahalli, Stepdown",10.0
