Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
60,2014-15,36,"ಕರಿಯನಪಾಳ್ಯ-2 ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ 1ಅಲ್ಮಾರ, 1 ಟೇಬಲ್, 1ಕುರ್ಚಿ, 2 ಪ್ಲಾಸ್ಟಿಕ್ ಚೇರ್‍ಗಳು, 1 ರ್ಯಾಕ್ ಸಾಮಾಗ್ರಿಗಳ ಪೂರೈಕೆ","Kariyanapalya 2 - Angamavadi Center 1 almara, 1 table, 1 chair, 2 plastic chairs, 1 rack material supply",0.48
61,2014-15,37,"ವÁರ್ಡ್ ನಂ.24, ಹೆಚ್.ಬಿ.ಆರ್ ಲೇಔಟ್, 5ನೇ ಬ್ಲಾಕ್, ಅರೆಬಿಕ್ ಕಾಲೇಜು, ಬೆಂಗಳೂರು ಇಲ್ಲಿನ ರಸ್ತೆಗಳಿಗೆ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ಅಳವಡಿಸುವುದು (ಹಂತ-1)","Adjustment of Cement Concrete to Roads in VR No.24, HBR Layout, 5th Block, Arabic College, Bangalore (Step -1)",10.00
62,2014-15,38,"ವÁರ್ಡ್ ನಂ.24, ಹೆಚ್.ಬಿ.ಆರ್ ಲೇಔಟ್, 5ನೇ ಬ್ಲಾಕ್, ಅರೆಬಿಕ್ ಕಾಲೇಜು, ಬೆಂಗಳೂರು ಇಲ್ಲಿನ ರಸ್ತೆಗಳಿಗೆ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ಅಳವಡಿಸುವುದು (ಹಂತ-2)","Adjustment of Cement Concrete for Roads in Vardhan No.24, HBR Layout, 5th Block, Arabic College, Bangalore (Phase II)",10.00
63,2014-15,39,"ವಾರ್ಡ್ ನಂ.59, ಕಾಕ್ಸ್‍ಟೌನ್, ಜೀವನಹಳ್ಳಿಯ ಸರ್ಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ (ನೆಲ ಹಾಗೂ ಮೊದಲನೇ ಮಹಡಿ) ದುರಸ್ತಿ ಹಾಗೂ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Ward No. 59, Coxtown, Repair and Development Work of Government Higher Secondary School (Floor and First Floor) of Vahahalli Government.",6.50
64,2014-15,40,"ವಾರ್ಡ್ ನಂ.59, ಕಾಕ್ಸ್‍ಟೌನ್, ಜೀವನಹಳ್ಳಿಯ ಸರ್ಕಾರಿ ತೆಲಗು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ  ದುರಸ್ತಿ ಹಾಗೂ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Ward No.59, Coxtown, Learner High School Primary Repair and Development Work at Government Lifetime.",7.45
65,2014-15,41,ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ ನಾಗವಾರದ ಶೌಚಾಲಯ ಮೊದಲನೇ ಮಹಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ (ಹಂತ-1),Government Primary Primary School Toilet 1st Floor Building (Step -1),2.50
66,2014-15,42,ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆಯ ನಾಗವಾರದ ಶೌಚಾಲಯ ಮೊದಲನೇ ಮಹಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ (ಹಂತ-2),Government Primary Primary School Toilet 1st Floor Building (Phase 2),2.50
67,2014-15,43,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್‍ನಂ.23 ನಾಗವಾರದ ಸರ್ಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಒಂದನೇ ಮಹಡಿಯಲ್ಲಿ ಮೂರು ಕೊಠಡಿಗಳನ್ನು ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,"The Sarvagnanagar assembly constituency ward. 23 The construction of three rooms on the 1st floor of Government Government Higher Primary School, Nagar.",15.00
68,2014-15,44,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್‍ನಂ.27 ಬಾಣಸವಾಡಿಯಲ್ಲಿ ಎರಡು ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕಗಳನ್ನು ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,The Sarvagnanagar assembly constituency ward. 27 The construction of two clean drinking water plants at Banaswadi.,20.00
69,2014-15,45,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್‍ನಂ.24 ನಾಗವಾರದಲ್ಲಿ (ಮೊದಲನೇ ಮಹಡಿಯಲ್ಲಿ) ಅಂಗನವಾಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.,The Sarvagnanagar assembly constituency ward .24 Anganwadi building construction on 1st floor (1st floor).,10.00
70,2014-15,46,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾ.ನಂ.27ರ ಬಾಣಸವಾಡಿಯ ಹೆಚ್.ಆರ್.ಬಿ.ಆರ್ ಬಡಾವಣೆಯಲ್ಲಿ ನಿರ್ಮಿಸುತ್ತಿರುವ ಸಾರ್ವಜನಿಕ ಗ್ರಂಥಾಲಯದ ಕಟ್ಟಡಕ್ಕೆ ಕಾಂಪೌಂಡ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,"Compound building work to build a public library building in Sarvagnanagar Assembly constituency, W.N. 27, Banaraswadi HRBR Layout.",20.00
71,2014-15,47,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.27, ಬಾಣಸವಾಡಿಯ ಮುಕುಟಮ್ಮನಗರದಲ್ಲಿ ಅಂಗನವಾಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Ward No 27, Sarvagnanagar Assembly constituency, Anganwadi building construction in Mukutamnagar, Banaswadi.",11.00
72,2014-15,48,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.29, ಕಮ್ಮನಹಳ್ಳಿಯಲ್ಲಿ ಅಂಗನವಾಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Anganwadi construction work at Kammanahalli, Ward No. 29, Sarvagnanagar Assembly constituency.",11.00
73,2015-16,1,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.29 ಕಾಚರಕನಹಳ್ಳಿಯಲ್ಲಿ ಅಂಗನವಾಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"Anganwadi construction work in Kacharakanahalli, Ward No. 29, Sarvagnanagar assembly constituency",5.80
74,2015-16,2,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.23 ನಾಗವಾರದಲ್ಲಿರುವ ಸಮುದಾಯ ಭವನದ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ (ಹಂತ-1),"Community Building Development Work (Ward-I) at Ward No No. 23, Sarvagnanagar Assembly constituency",2.50
75,2015-16,3,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.23 ನಾಗವಾರದಲ್ಲಿರುವ ಸಮುದಾಯ ಭವನದ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ (ಹಂತ-2),Community Hall Development Work (Ward 2) at Sarvagnanagar Assembly constituency Ward No 23,2.50
76,2015-16,4,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.23 ನಾಗವಾರದಲ್ಲಿರುವ ಸಮುದಾಯ ಭವನದ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ (ಹಂತ-3),Community Building Development Work (Ward-3) at Sarvagnanagar Assembly constituency Ward No 23,2.00
77,2015-16,5,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.27 ಬಾಣಸವಾಡಿಯಲ್ಲಿ ಅಂಗನವಾಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,Anganwadi Building Construction Workshop at Sarvagnanagar Assembly constituency Ward No.27 Banaswadi,11.00
78,2015-16,6,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.27 ಬಾಣಸವಾಡಿ ಮುಖ್ಯರಸ್ತೆಯ ಮುಕುಟಮ್ಮನಗರ ಅಂಗನವಾಡಿ ಕೇಂದ್ರದ ಮುಂಭಾಗದಲ್ಲಿ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ಕಾಮಗಾರಿ,Cement Concrete Work on the front of the Mukutmannagar Anganwadi Center at Banaswadi Headquarters in Sarvagnanagar Assembly constituency,0.63
79,2015-16,7,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ 05 ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕಗಳನ್ನು ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ,Construction of 05 Pure Drinking Water Units in Sarvagnanagar Assembly constituency,50.00
80,2015-16,8,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.27 ಬಾಣಸವಾಡಿಯಲ್ಲಿ ಸರ್ಕಾಋಇ ಹಳೇ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕಟ್ಟಡ ತೆರವುಗೊಳಿಸುವ ಕಾಮಗಾರಿ,"Sirkeyi Old Elementary School Building Work at Banvaswadi, Sarvagnanagar Assembly Constituency Ward No. 27",0.67
81,2015-16,10,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಬಾಣಸವಾಡಿ ವಾರ್ಡ್ ನಂ.27ರ ಮುಕುಟಮ್ಮನಗರದಲ್ಲಿ ಅಂಗನವಾಡಿ ಕಟ್ಟಡದ ಉಳಿಕೆ ಕಾಮಗಾರಿ.,"Construction of the Anganwadi building in Mukutamnagar, Banaswadi Ward No. 27 of Sarvagnanagar Assembly constituency.",1.95
82,2015-16,11,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವಾರ್ಡ್ ನಂ.24 ನಾಗವಾರದಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣದ ಕಾಮಗಾರಿ.,Construction of community hall at Sarvagnanagar Assembly constituency Ward 24th.,5.00
83,2015-16,12,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.24 ಹೆಚ್.ಬಿ.ಆರ್ ಬಡಾವಣೆ 5ನೇ ಬ್ಲಾಕ್ ಅರೇಬಿಕ್ ಕಾಲೇಜು ಆವರಣದಲ್ಲಿ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಹಂತ-1),Cement concrete road construction work on stage 5th block Arabic college campus (Stage-1) at Sarvagnanagar Assembly constituency Ward No.24 HBR Layout,10.00
84,2015-16,13,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.24 ಹೆಚ್.ಬಿ.ಆರ್ ಬಡಾವಣೆ 5ನೇ ಬ್ಲಾಕ್ ಅರೇಬಿಕ್ ಕಾಲೇಜು ಆವರಣದಲ್ಲಿ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಹಂತ-2),"Cement Concrete Road Construction (Phase 2) at 5th Block Arabic College Campus Ward No.24 HBR Layout Ward, Sarvagnanagar Assembly Constituency",10.00
85,2015-16,14,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.24 ಹೆಚ್.ಬಿ.ಆರ್ ಬಡಾವಣೆ 5ನೇ ಬ್ಲಾಕ್ ಅರೇಬಿಕ್ ಕಾಲೇಜು ಆವರಣದಲ್ಲಿ ಸಿಮೆಂಟ್ ಕಾಂಕ್ರೀಟ್ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ (ಹಂತ-3),Cement concrete road construction work on stage 5th Block Arabic College campus (Phase-3) Ward No.24 HBR Layout Ward of Sarvagnanagar Assembly constituency,5.00
86,2015-16,16,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.30  ಕೆ.ಜಿ.ಹಳ್ಳಿ ವಿನೋಬನಗರದಲ್ಲಿ ಅಂಗನವಾಡಿ ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ,"Anganwadi Building Construction at Vinobanagar, Ward No. 30kg Hall of Sarvagnanagar Assembly Constituency",11.00
87,2015-16,17,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.23ರ ಹೆಚ್.ಬಿ.ಆರ್ ಬಡಾವಣೆ 2ನೇ ಹಂತದ ಸಿದ್ದಾರ್ಥನಗರ 4ನೇ ಎ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿರುವ ಅಂಗನವಾಡಿ ರಿಪೇರಿ, ಕುಡಿಯುವ ನೀರಿನ ವ್ಯವಸ್ಥೆ ಮತ್ತು ಮೂಲಭೂತ ಸೌಕರ್ಯಗಳನ್ನು ಒದಗಿಸುವ ಕಾಮಗಾರಿ","Construction of Anganwadi Packers, Drinking Water System and Infrastructure Facilitators on 4th A, 2nd Floor of Siddhnagar Nagar, Ward No.23 of HHR Layout, Ward No. 23 of Sarvagnanagar Assembly constituency.",5.00
88,2015-16,18,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.59 ಕಾಕ್ಸ್‍ಟೌನ್, ಜೀವನಹಳ್ಳಿ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ ನೀರು ಸರಬರಾಜು, ನೈರ್ಮಲೀಕರಣ ಹಾಗೂ ವಿದ್ಯುದ್ದೀಕರಣ ಕಾಮಗಾರಿ","Sarvagnanagar Assembly constituency Ward No.59 Kaxtown, Water Supply, Vermahalization and Electrification Work at Veehahalli Anganwadi Center",1.02
89,2015-16,19,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.59 ಕಾಕ್ಸ್‍ಟೌನ್, ಜೀವನಹಳ್ಳಿ ಅಂಗನವಾಡಿ ಕೇಂದÀ್ರದ ದುರಸ್ಥಿ ಹಾಗೂ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Ward No.59 Kaxtown, Sarvagnanagar Assembly constituency, the development and development work of Veehallahalli Anganwadi.",2.06
90,2015-16,20,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.27 ದೊಡ್ಡಬಾಣಸವಾಡಿ ಕಿರಿಯ, ಫ್ರಥಮಿಕ ಫಾಠಶಾಲೆ, ಆವರಣದಲ್ಲಿ ಸಂಪ್‍ಟ್ಯಾಂಕ್ ಮತ್ತು ಇಚಿಟರ್‍ಲಾಕಿಂಗ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","Sarvagnanagar Assembly constituency Ward No. 27 Large Banaswadi Junior, Primary School, Workshop Setupank and Itchterlocking Workshop",9.68
91,2015-16,21,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.59 ಕಾಕ್ಸ್‍ಟೌನ್, ಜೀವನಹಳ್ಳಿ ಹೊಲಿಗೆ ತರಬೇತಿ ಕೇಂದ್ರ (ನೆಲಮಹಡಿ) ಹಾಗೂ ವ್ಯಾಯಾಮ ಶಾಲೆ (ಮೊದಲನೆಯ ಮಹಡಿ) ಕಟ್ಟಡ ನಿರ್ಮಾಣದ ಕಾಮಗಾರಿ","Construction work of Sarvagnanagar Assembly constituency Ward No.59 Kaxtown, Veraahalli Sewing Training Center (ground floor) and Exercise School (1st floor)",18.00
92,2015-16,22,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.24ರ ಹೆಚ್.ಬಿ.ಆರ್ ಬಡಾವಣೆಯ ಹೆಣ್ಣೂರು ಬಂಡೆ ನೂತನ ಅಂಗನವಾಡಿ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,The construction of the new Anganwadi construction of Hennur Rock in the Sarvagnanagar Assembly constituency ward number 24's HBR Layout.,10.60
93,2015-16,23,"ಬೆಂಗಳೂರು ನಗರ ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.59ರ ಎಂ.ಎಸ್ ನಗರದ ಕಾಕ್ಸ್‍ಟೌನ್, ಜೀವನಹಳ್ಳಿ ನಗರ ಗ್ರಂಥಾಲಯ                  (ಪೂರ್ವ ವಲಯ) ದುರಸ್ಥಿ ಹಾಗೂ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Kaxtown, MS City, Ward No.59 of Bangalore Urban Sarvagnanagar Assembly constituency, Veraahalli Nagar Library (East Zone) is a waste and development work.",2.50
94,2015-16,24,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ ನಂ.24ರ ಹೆಚ್.ಬಿ.ಆರ್ ಬಡಾವಣೆಯ ಮಸೀದಿ ಆಲ್ ಇಲಾಲ್ ಮಸೀದಿ, ಇಲಾಲ್ ನಗರ ಹಿಂಭಾಗದಲ್ಲಿ ಕಿರು ಸೇತುವೆ ನಿರ್ಮಾಣದ ಕಾಮಗಾರಿ.","The Sarvaqnagar Assembly constituency ward No.24 HBR Layout Masjid All-Ilal Masjid, a short bridge construction on the back of the city of Ilal.",5.00
95,2016-17,1,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ವಾರ್ಡ್ ನಂ,24, ಹೆಚ್.ಬಿ.ಆರ್ ಬಡಾವಣೆ, ಕಾಚರಕನಹಳ್ಳಿಯಲ್ಲಿ ನೂತನ ಅಂಗನವಾಡಿ ಕೇಂದ್ರ ಹಾಗೂ ಹೊಲಿಗೆ ತರಬೇತಿ ಕೇಂದ್ರ ಕಟ್ಟಡ ಕಟ್ಟುವ ಕಾಮಗಾರಿ","Ward No., 24, HBR Layout, New Anganwadi Center in Kacharakanahalli and Stitching Training Center Building at Srivagnanagar Assembly Constituency",22.00
96,2016-17,2,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ -30 ಕೆ.ಜಿ ಹಳ್ಳಿ ಪಿಲ್ಲಣ್ಣ ಗಾರ್ಡನ್ 3ನೇ ಹಂತದಲ್ಲಿ ಒಂದು ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,Work to build a drinking water unit at the 3rd level of the Pillanna Garden at Ward-30kg village of Sarvagnanagar assembly constituency.,Not Available
97,2016-17,3,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ -30 ಕೆ.ಜಿ ಹಳ್ಳಿ ಆರೋಕ್ಯಮ್ಮ ಬಡಾವಣೆ, ಟೆಲಿಗ್ರಾಫಿಕ್ ಸ್ಟ್ರೀಟ್‍ನಲ್ಲಿ ಒಂದು ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.","Sarvagnanagar assembly constituency Ward-30kg village Arakyamma Layout, construction of a drinking water unit at Telegraphic Street.",Not Available
98,2016-17,4,"ಬದಲಿ ಕಾಮಗಾರಿ:-ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ  ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:24ರ ರಾಮಚಂದ್ರಪ್ಪ ಬಡಾವಣೆ, ಕರಿಯಣ್ಣ ಪಾಳ್ಯ ಹತ್ತಿರವಿರುವ ಬ್ಲೈಂಡ್ ಶಾಲೆ ಹಿಂಭಾಗದಲ್ಲಿ ಒಂದು ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕವನ್ನು ಸ್ಥಾಪಿಸುವ ಕಾಮಗಾರಿ.","Replacement Work: -Ramachandrappa Layout, 24, to build a clean drinking water unit at the back of Blind School near Karayanni Palya, Ward No. 24 of Sarvagnanagar Assembly constituency. ",10.00
99,2016-17,5,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ  ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:24ರ ಹೆಣ್ಣೂರು ಬಂಡೆ ಬಸ್ ನಿಲ್ದಾಣದ ಹತ್ತಿರ ಒಂದು ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕವನ್ನು ಸ್ಥಾಪಿಸುವ ಕಾಮಗಾರಿ.,"Work to set up a clean drinking water plant near the Hannannur Rocket Bus Station, Ward 24, Sarvagnanagar Assembly constituency.",10.00
100,2016-17,6,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:24ರ ಹೆಣ್ಣೂರು ಗುಡ್ ಇಯರ್ ಶಾಲೆಯ ಮುಂಭಾಗದಲ್ಲಿ ಒಂದು ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕವನ್ನು ಸ್ಥಾಪಿಸುವ ಕಾಮಗಾರಿ.,Work to set up a clean drinking water unit at the Hennur Good Year School on 24th March at Sarvagnanagar Assembly constituency Ward No. 24.,10.00
101,2016-17,7,ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ -30 ಕೆ.ಜಿ ಹಳ್ಳಿ ಮಾರಿಯಮ್ಮ ದೇವಸ್ಥಾನದ ಹಿಂಭಾಗದಲ್ಲಿ ಒಂದು ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,Work to build a drinking water unit at the back of Mariamma temple at Sarvagnanagar Assembly constituency Ward-30kg village.,Not Available
102,2016-17,8,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ -30 ಕೆ.ಜಿ ಹಳ್ಳಿಯ ಪಿಳ್ಳಣ್ಣ U್ಫರ್ಡ್‍ನ್ 3ನೇ ಹಂತ, ಅಂಬೇಡ್ಕರ್ ಪಾರ್ಕ್ ಪಕ್ಕದಲ್ಲಿ ಒಂದು ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.",The third phase of the Sarvagnanagar Assembly constituency ward-30kg village Pillanna Ufirdon is the construction of a drinking water unit next to Ambedkar Park.,10.00
103,2016-17,9,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ -59, ಎಂ.ಎಸ್ ನಗರದ ನಾಗಯ್ಯನಪಾಳ್ಯ ಸರ್ಕಾರಿ ಕನ್ನಡ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ನೆಲ ಮತ್ತು ಮೊದಲನೇ ಮಹಡಿಯ ದುರಸ್ಥಿ ಹಾಗೂ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Sarvagnanagar assembly constituency Ward-59, ground floor of Nagayyanapalya government Kannada junior primary school and 1st floor repair and development work in MS City.",7.00
104,2016-17,10,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ - 59 ಎಂ.ಎಸ್. ನಗರ 3ನೇ ಅಡ್ಡರಸ್ತೆ ಜೈ ಭಾರತ್ ನಗರ, ಸರ್ಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ನೆಲ ಮಹಡಿಯ ದುರಸ್ಥಿ ಹಾಗೂ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Sarvagnanagar assembly constituency ward - 59 ms City 3rd crossroads Jai Bharat Nagar, Government Kannada Higher Primary School floor floor repair and development work.",6.00
105,2016-17,11,"ಸರ್ವಜ್ಞನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ವಾರ್ಡ್ - 59, ಎಂ.ಎಸ್ ನಗರ 3ನೇ ಅಡ್ಡರಸ್ತೆ, ಜೈ ಭಾರತ್ ನಗರ, ಸರ್ಕಾರಿ ತಮಿಳು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ಮೊದಲನೇ ಮಹಡಿಯ ದುರಸ್ಥಿ ಹಾಗೂ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Sarvagnanagar assembly constituency ward - 59, MS city 3rd crossroads, Jai Bharat Nagar, Government Tamil Higher Primary School 1st Floor Storage and Development Work.",6.00
