Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
51,2013-14,49.0,ಅತ್ತಿಗುಪ್ಪೆ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,AttiGuppe Government Higher Primary School,0.0
52,2013-14,50.0,"ಬ್ಯಾಟರಾಯನಪುರ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಸರ್ಕಾರಿ ಶಾಲೆಗಳ ಮಕ್ಕಳ ಉಪಯೋಗಕ್ಕೆ ವಿಜ್ಞಾನ ಸಲಕರಣೆಗಳನ್ನು ಒದಗಿಸಲು ಟೆಕ್ನಾಲಜಿ ಮಲ್ಲೇಶ್ವರಂ, ಕ್ರ.ಸಂಖ್ಯೆ 47 ರಿಂದ 50ರ ವರೆಗಿನ ಒಟ್ಟು ಮೊತ್ತ","Battarayanapura Senior Primary School Technologies Malleswaram to provide scientific instruments for children's use of government schools, The total amount is between 47 and 50",1.57
53,2013-14,51.0,ಬೆಂಗಳೂರು ನಗರ ಮಾರುತಿ ನಗರ ಬಾಪೂಜಿನಗರ ವಾರ್ಡ್ ಶ್ರೀ.ಶನಿಮಹಾತ್ಮ ದೇವಸ್ಥಾನದ ರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಮೋಟಾರ್ ಮತ್ತು ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಅಲವಡಿಸುವ ಕಾಮಗಾರಿ ಬಗ್ಗೆ,Bangalore Urban Maruti Urban Bapujinagar Ward Shri Shanimahat Temple Road on the motor and electrical connection to the tube well,2.5
54,2013-14,52.0,ಬೆಂಗಳೂರು ನಗರ ಮಾರುತಿನಗರ ಬಾಪೂಜಿನಗರ ಶ್ರೀ.ಶನಿಮಹಾತ್ಮ ದೇವಸ್ಥಾನದ ರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಕೊರೆದು ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ,"The pipeline works on the pipe line on the road at Sri Shani Mahatma Temple in Maruti Nagar, Bangalore",2.5
55,2013-14,53.0,"ವÁರ್ಡ್ ನಂ.158ರ ವ್ಯಾಪ್ರಿಯಲ್ಲಿ 2ನೇ ಉಖ್ಯರಸ್ತೆ, ಬ್ಯಾಟರಾಯನಪುರ ಹೊಸಬಡಾವಣೆ ದೀಪಾಂಜಲಿ ನಗರ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯಿಸಿ ಮೋಟಾರ್ ಅಳವಡಿಸುವುದು","2rd Main Street in Vapri, 158, Battarayanapura, New Delhi, Deepanjali Urban",2.5
56,2013-14,54.0,"ವÁರ್ಡ್ ನಂ.158ರ ವ್ಯಾಪ್ರಿಯಲ್ಲಿ 2ನೇ ಉಖ್ಯರಸ್ತೆ, ಬ್ಯಾಟರಾಯನಪುರ ಹೊಸಬಡಾವಣೆ ದೀಪಾಂಜಲಿ ನಗರ ಇಲ್ಲಿಕೊರೆಯಿಸಿರುವ ಕೊಳವೆಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಮತ್ತು ಪೈಪ್ ಲೈನ್ ಅಳವಡಿಸುವುದು","2rd Main Street in Vapri, 158, Battarayanapura New Road, Deepanjali City, Connecting the Pipe Line to the Pond Line",2.5
57,2013-14,55.0,ಭಾರತೀಯ ಸಂಸ್ಕøತಿ ವಿದ್ಯಾಪೀಠ ಮಹಿಳಾ ಮಹಾ ವಿದ್ಯಾಲಯದ ಸಭಾಂಗಣ 1ನೇ ಹಂತ,"The 1st phase of the Indian Institute of Technology, Vidyapeeth Mahila Maha Vidyalaya Hall",6.0
58,2013-14,56.0,ಭಾರತೀಯ ಸಂಸ್ಕøತಿ ವಿದ್ಯಾಪೀಠ ಮಹಿಳಾ ಮಹಾ ವಿದ್ಯಾಲಯದ ಸಭಾಂಗಣ 2ನೇ ಹಂತ,The 2nd phase of the Indian Sanskrit School of Vidyapeeth Mahila Maha Vidyalaya,4.5
59,2014-15,1.0,"ಶ್ರೀಮತಿ ದಾಕ್ಷಾಯಿಣಿ, ನಂ.70, 2ನೇ ಕ್ರಾಸ್, ಇ ಸ್ಟ್ರೀಟ್, ನೆಹರು ರಸ್ತೆ, ಹೊಸ ಗುಡ್ಡದಹಳ್ಳಿ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ಕೃತಕ ಕೈ ಖರೀದಿಸುವ ಬಗ್ಗೆ.","Mrs. Dakshayani, No. 70, 2nd Cross, E Street, Nehru Road, New Guddaddahalli, Bangalore to buy artificial hands.",0.14
60,2014-15,2.0,"ಬೆಂಗಳೂರು ನಗರ, ವಿಜಯನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಗಾಳಿ ಅಂಜನೇಯ ವಾರ್ಡ್-157ರ ವ್ಯಾಪ್ತಿಯ ಸಂಜಯನಗರದಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","Bungalow works well in Sanjayagara on the Anjaneya Ward -157 of the Bangalore city, Vijaynagar Municipal Council.",2.5
61,2014-15,3.0,"ಬೆಂಗಳೂರು ನಗರ, ವಿಜಯನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ಗಾಳಿ ಅಂಜನೇಯ ವಾರ್ಡ್-157ರ ವ್ಯಾಪ್ತಿಯ ಸಂಜಯನಗರದಲ್ಲಿ ಕೊರೆದಿರುವ ಕೊಳವೆ ಬಾವಿಗೆ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕೊಳವೆ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","The construction of a power tube to the tube well drilled at Sanjayagara on the Anjaneya Ward -157 of the Air India, Vijaynagar Municipal Council.",2.5
62,2014-15,4.0,"ಹೆಚ್.ತಿಮ್ಮಯ್ಯ, ಬ್ಯಾಟರಾಯನಪುರ, ಮೈಸೂರು ರಸ್ತೆ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ಶ್ರವಣ ಸಾಧನ ಖರೀದಿಗಾಗಿ.","H. Dhamayya, Batteryanapura, Mysore Road, Bangalore for hearing equipment.",0.25
63,2014-15,5.0,"ಜಿ.ಮಂಜುನಾಥ್ ಬಿನ್ ಲೆ. ಗಂಗಾಧರಪ್ಪ, ನಂ.53, 3ನೇ ಅಡ್ಡರಸ್ತೆ, ಹೊಸಹಳ್ಳಿ, ವಿಜಯನಗರ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","G. Manjunath bin Le. For three-wheeler vehicle purchase for Gangadharappa, No.53, 3rd Cross, Hosahalli, Vijayanagara, Bangalore.",0.69
64,2014-15,6.0,"ಪಿ.ಕುಮಾರ ಸ್ವಾಮಿ, ನಂ.5, 3ನೇ ಅಡ್ಡರಸ್ತೆ, ಚೋಳೂರುಪಾಳ್ಯ, ಮಾಗಡಿ ರಸ್ತೆ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಸಲು","P. Kumara Swami, No.5, 3rd Cross Road, Cholurappalya, Magadi Road, b. To buy a three-wheeled vehicle",0.69
65,2014-15,7.0,"ಸುಧಾಕರ್.ಪಿ ಬಿನ್ ಚಿನ್ನತಂಬಿ, ನಂ.8, ಎಂಸಿಟಿ ಕ್ವಾರ್ಟಸ್, ಮೈಸೂರು ರಸ್ತೆ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Sudhakar P. Pinne Chinthatti, No.8, MCT Quartus, Mysore Road, b. For a three-wheel drive vehicle.",0.66
66,2014-15,8.0,"ಪ್ರವೀಣ್ ಮಡಿವಾಳರ್ ಬಿನ್ ಕಳಪ್ಪ ಮಡಿವಾಳರ್, ನಂ.31, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, 7ನೇ ಅಡ್ಡರಸ್ತೆ, ಕೆ.ಹೆಚ್ ತಂಗನಾಥ ಕಾಲೋನಿ, ಬಿಹೆಚ್‍ಇಎಲ್ ಎದುರು, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Praveen Madivarar bin Kallappa Madivarar, No.31, 1st Main Road, 7th Crossroads, KH Thangnath Colony, BHEL opposite, bm. For a three-wheel drive vehicle.",0.73
67,2014-15,9.0,"ಟೆಲಿಕಾಂ ಲೇಔಟ್, ನ್ಯೂ ಟಿಂಬರ್‍ಯಾರ್ಡ್ ಲೇಔಟ್, 2ನೇ ಅಡ್ಡರಸ್ತೆ, ಪಾರ್ಕ್ ಎದುರು ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವುದು.","Telecom Layout, New Timberyard Layout, 2nd Cross, Borewelling Well Before Park.",2.5
68,2014-15,10.0,"ಟೆಲಿಕಾಂ ಲೇಔಟ್, ನ್ಯೂ ಟಿಂಬರ್‍ಯಾರ್ಡ್ ಲೇಔಟ್, 2ನೇ ಅಡ್ಡರಸ್ತೆ, ಪಾರ್ಕ್ ಎದುರು ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸಿರುವುದಕ್ಕಿ ಮೋಟಾರ್ ವಿದ್ಯುತ್, ಕೊಳವೆ ಲೈನ್.","Telecom layout, New Timbarard layout, 2nd crossroads, opposite the park, motor vehicle power, pipe line.",2.5
69,2014-15,11.0,"ಪÉೈಪ್‍ಲೈನ್ ಸರ್ವೀಸ್ ರಸ್ತೆ, ಚರ್ಚ್ ಹತ್ತಿರ ಇಲ್ಲಿ ಕೊಳೆವೆ ಬಾವಿ ಕೊರಸುವುದು.","The pipeline near the Pipeline Service Road, Church.",2.5
70,2014-15,12.0,"ಪÉೈಪ್‍ಲೈನ್ ಸರ್ವೀಸ್ ರಸ್ತೆ, ಚರ್ಚ್ ಹತ್ತಿರ ಇಲ್ಲಿ ಕೊಳೆವೆ ಬಾವಿ ಕೊರÉಸಿರುವುದಕ್ಕೆ ಮೋಟಾರ್ ವಿದ್ಯುತ್, ಕೊಳವೆ ಲೈನ್.","The motor power, the tube line for the pipeline near the Pipeline Service Road, Church.",2.5
71,2014-15,13.0,ಬ್ಯಾಟರಾಯನಪುರ ಮುಖ್ಯರಸ್ತೆ (ತುಂಗಾಬಾರ್ ಬಳಿ) ಬೋರ್‍ವೆಲ್ ಕೊರೆಯುವುದು.,Batterynapura Main Road (near Tungabhar) Borewell drilling.,0.0
72,2014-15,14.0,ಬ್ಯಾಟರಾಯನಪುರ ಮುಖ್ಯರಸ್ತೆ (ತುಂಗಾಬಾರ್ ಬಳಿ) ಕೊರೆದ ಬೋರ್‍ವೆಲ್‍ಗೆ ಮೋಟಾರು ಹಾಗೂ ಕೊಳವೆ ಅಳವಡಿಸುವುದು.,The motor and tube should be installed to the borewell of the Batteryanapura main road (near Tungabhar).,0.0
73,2014-15,15.0,"ಮಾಸ್ಟರ್ ಪವನ್.ಎಂ, ನಂ.96, 5ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಸ್ತೂರಿಬಾ ನಗರ, ಮೈಸೂರು ರಸ್ತೆ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ಶ್ರವಣ ಸಾಧನ ಖರೀದಿಗಾಗಿ.","Master Pawan M, No.96, 5th Crossroads, Kasturirba Nagar, Mysore Road, Bangalore for hearing equipment.",0.25
74,2014-15,16.0,"ಕೆ.ಶ್ರೀನಿವಾಸನ್, ನಂ.15-1, 4ನೇ ಅಡ್ಡರಸ್ತೆ, ಹೊಸಹಳ್ಳಿ, ವಿಜಯನಗರ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","K. Srinivasan, No. 15-1, 4th Cross Road, Hosahalli, Vijayanagara, b. For a three-wheel drive vehicle.",0.69
75,2014-15,17.0,ಬ್ಯಾಟರಾಯನಪುರ ಮುಖ್ಯರಸ್ತೆ ಛೇರ್ಮನ್ ನರಸಿಂಹಯ್ಯ ಬಡಾವಣೆ ಮಾರಮ್ಮನಗುಡಿ ಹತ್ತಿರ ಕೊಳವೆಬಾವಿ ಕೊರೆಯುವುದು.,Batteryanpur main road Chairman Narasimhaiah Layout is a borewell near Maramangadi.,2.5
76,2014-15,18.0,ಬ್ಯಾಟರಾಯನಪುರ ಮುಖ್ಯರಸ್ತೆ ಛೇರ್ಮನ್ ನರಸಿಂಹಯ್ಯ ಬಡಾವಣೆ ಮಾರಮ್ಮನಗುಡಿ ಹತ್ತಿರ ಕೊರೆದ ಕೊಳವೆಬಾವಿಗೆ ಮೋಟಾರ್ ಹಾಗೂ ಕೊಳವೆ ಅಳವಡಿಸುವುದು.,Batteryanipur Main Road Chairman Narasimhaiah Layout Establishment of motor and tube to the mounded pond near Maramangadi.,2.5
77,2014-15,19.0,"ಕೆ.ಸಿ.ಪ್ರಭಾ, ನಂ.102, 3ನೇ ಮುಖ್ಯರಸ್ತೆ, 3ನೇ ಅಡ್ಡರಸ್ತೆ, ಕವಿಕಾ ಬಡಾವಣೆ, ಮೈಸೂರು ರಸ್ತೆ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","KC Prabha, No.102, 3rd Main Road, 3rd Cross, Kavika Layout, Mysore Road, b. For a three-wheel drive vehicle.",0.67
78,2014-15,20.0,"ಗಿರೀಶ್ ಬಾಲಕೃಷ್ಣನಾಯಕ್ ಬಿನ್ ಬಾಲಕೃಷ್ಣನಾಯಕ್, ನಂ.7-2, 2ನೇ ಮಹಡಿ, ಪೊಲೀಸ್ ಸ್ಟೇಷನ್ ಮುಂಭಾಗ, ಬ್ಯಾಟರಾಯನಪುರ, ಮೈಸೂರು ರಸ್ತೆ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Girish Balakrishnan Nayak bin Balakrishnan Nayak, No.7-2, 2nd Floor, Police Station Front, Battarayanapura, Mysore Road, b. For a three-wheel drive vehicle.",0.72
79,2014-15,21.0,ಶ್ರೀ ಶನೀಶ್ವರ ಮತ್ತು ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನದ ಆವರಣದಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣದ ಉಳಿಕೆ ಕಾಮಗಾರಿ ಹಂತ-1,Stage-1 construction of a community hall on Shri Shaneeswara and Muneswara temple premises,2.5
80,2014-15,22.0,ಶ್ರೀ ಶನೀಶ್ವರ ಮತ್ತು ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನದ ಆವರಣದಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣದ ಉಳಿಕೆ ಕಾಮಗಾರಿ ಹಂತ-2,Strengthening of the construction of community hall on Sri Shaneeswara and Muneswar temple premises,2.5
81,2014-15,23.0,ಶ್ರೀ ಶನೀಶ್ವರ ಮತ್ತು ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನದ ಆವರಣದಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣದ ಉಳಿಕೆ ಕಾಮಗಾರಿ ಹಂತ-3,Strengthening of construction of community mansion at Shri Shaneeswara and Muneswar temple premises - 3,1.0
82,2014-15,24.0,"ಲP್ಪ್ಷ್ಮಣ್ ಬಿನ್ ನರಸಪ್ಪ, ನಂ.5, 14ನೇ ಅಡ್ಡರಸ್ತೆ, ಪೈಪ್‍ಲೈನ್ ರಸ್ತೆ, ವಿಜಯನಗರ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","For the purchase of three-wheeler vehicle for LP Pushman Bin Narasappa, No.5, 14th Cross, Pipeline Road, Vijayanagara, Bangalore.",0.72
83,2014-15,25.0,ಐಸ್ಪಾರ್ಕ್ ಇನೋವೇಷನ್ ಸಂಸ್ಥೆಯವರು ತಯಾರಿಸಿರುವ ಲರ್ನಿಂಗ್ ಕಂಪಾನಿಯನ್ ಎಜುಕೇಷನ್ ಕಿಟ್‍ಗಳನ್ನು ಅಂಗನವಾಡಿ ಕೇಂದ್ರಗಳಿಗೆ ಹಾಗೂ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಮಕ್ಕಳಿಗೆ ಸರವರಾಜು ಮಾಡುವ ಕಾಮಗಾರಿ,Working Learning Component Education Kit made by Ice Park Innovations to Anganwadi Centers and Government Primary School Children,1.5
84,2014-15,26.0,ಶ್ರೀ ಗಾಳಿ ಅಂಜನೇಯಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ರಸ್ತೆಯಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ.,A clean drinking water unit on the Sri Gali Anjaneyaswamy Temple Road.,6.5
85,2014-15,27.0,"ಶ್ರೀ ಅಂಜನೇಯಸ್ವಾಮಿ ವಾರ್ಡ್ ವ್ಯಾಪ್ತಿಯ ಮಸೀದಿ ರಸ್ತೆ, 2ನೇ ಮುಖ್ಯರಸ್ತೆ, 2ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಸ್ತೂರಿಬಾನಗರ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವುದು.","Shri Anjaneyaswamy Ward Range Masjid Road, 2nd Main Road, 2nd Cross, Kasturibanagar, Borewelling.",0.0
86,2014-15,28.0,"ಶ್ರೀ ಅಂಜನೇಯಸ್ವಾಮಿ ವಾರ್ಡ್ ವ್ಯಾಪ್ತಿಯ ಮಸೀದಿ ರಸ್ತೆ, 2ನೇ ಮುಖ್ಯರಸ್ತೆ, 2ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಸ್ತೂರಿಬಾನಗರ ಇಲ್ಲಿ ಕೊಳವೆ ಬಾವಿಗೆ ಮೋಟಾರ್, ಪೈಪ್‍ಲೈನ್ ಮತ್ತು ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸಲು","Shri Anjaneyaswamy Ward Range mosque road, 2nd main road, 2nd crossroads, Kasturibanagar to connect motor, pipeline and power to the nozzle well",0.0
87,2014-15,29.0,"ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದ ಗಾಳಿ ಆಂಜನೇಯಸ್ವಾಮಿ ವಾರ್ಡ್ ವ್ಯಾಪ್ತಿಯ ಎಂ.ಎಂ.ರಸ್ತೆ, 5ನೇ ಮುಖ್ಯರಸ್ತೆ, 1ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಹಾಗೂ ಕೊಳವೆ ಬಾವಿಗೆ ಮೋಟಾರ್, ವಿದ್ಯುತ್ ಹಾಗೂ ಕೊಳವೆ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","MMS Road, 5th Main Road, Vizag Anjaneyaswamy Ward Area, Vijayanagara Assembly Constituency, Tube Well Drilling and Furnace Wells, Motor, Electricity and Tubing Works.",5.0
88,2014-15,30.0,"ಶ್ರೀ ಚೇತನ್ ಬಿನ್ ವೆಂಕಟಪ್ಪ, ನಂ.19, 4ನೇ ಅಡ್ಡರಸ್ತೆ, ವೀರಭದ್ರನಗರ, ಗಿರಿನಗರ 2ನೇ ಹಂತ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Mr. Chetan bin Venkatappa, No. 19, 4th Cross, Veerabhadranagar, Girinagar 2nd Stage, Bell. For a three-wheel drive vehicle.",0.6
89,2014-15,31.0,"ವಿಜಯನಗರ ವಿಧಾನಸಭಾ ವ್ಯಾಪ್ತಿಯ ಸರ್ಕಾರಿ ಶಾಲೆ ಹತ್ತಿರ, 20ನೇ ಮುಖ್ಯರಸ್ತೆ, ವಿನೋಭ ಕಾಲೋನಿ, ವಾರ್ಡ್ ನಂ.158, ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","20th Main Road, Vinobha Colony, Ward No.158, Tube Well Drilling Work near the Government School of Vijayanagara Legislative Assembly.",2.5
90,2014-15,32.0,"ಸರ್ಕಾರಿ ಶಾಲೆ ಹತ್ತಿರ, 20ನೇ ಮುಖ್ಯರಸ್ತೆ, ವಿನೋಭ ಕಾಲೋನಿ ವಾರ್ಡ್-158, ಕೊಳವೆ ಬಾವಿ ಹಾಗೂ ವಿದ್ಯುತ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Near the Government School, 20th Main Road, Vinobha Colony Ward -158, Pipe Wells and Electricity Work.",2.5
91,2014-15,33.0,ಅಭಯ ಆಂಜನೇಯಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ ವಾರ್ಡ್-157 ಕೊಳವೆ ವಾವಿ ಕೊರೆಯಲು.,Ward-157 pipe near the Abhaya Anjaneyaswamy temple.,2.5
92,2014-15,34.0,ಅಭಯ ಆಂಜನೇಯಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ ವಾರ್ಡ್-157 ಕೊಳವೆ ಹಾಗೂ ವಿದ್ಯುತ್ ಅಳವಡಿಸಲು.,Ward-157 tube and power near the Abhaya Anjaneyaswamy temple.,2.5
93,2014-15,35.0,ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ತೆರಯಲು 12ನೇ ಅಡ್ಡರಸ್ತೆ ಮಾಗಡಿ ರಸ್ತೆ.,12th cross road to clear clean drinking water unit.,8.0
94,2014-15,36.0,"1ನೇ ಅಡ್ಡರಸ್ತೆ, ಚೋಳೂರುಪಾಳ್ಯ, ಗಣೇಶ ದೇವಸ್ಥಾನ ಹತ್ತಿರ, ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ","1st crossroads, Cholurappalya, near the Ganesh temple, is a clean drinking water unit",8.0
95,2014-15,37.0,"14ನೇ ಅಡ್ಡರಸ್ತೆ, ಚೋಳೂರು ಪಾಳ್ಯ ಇಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ.","14th crossroads, Cholur Palya is a clean drinking water unit.",8.0
96,2014-15,38.0,ಆರ್‍ಪಿಸಿ ಬಡಾವಣೆ ಎಸ್.ಸಿ.ಕಾಲೋನಿ ರೈಲ್ವೆ ಗೇಟ್ ಎದುರು ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ..,RPN Layout is a pure drinking water unit against the SC Colony Railway Gate.,8.0
97,2014-15,39.0,ಆವಲಹಳ್ಳಿ ವಾರ್ಡ್ ಕಛೇರಿ ಪಕ್ಕ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ.,Awwahalli ward office is a clean drinking water unit.,8.0
98,2014-15,40.0,"ಕೊಡಿಗೌಡ ಬಿನ್ ತಿಮ್ಮಯ್ಯ, ನಂ.64, 6ನೇ ಅಡ್ಡರಸ್ತೆ, ಚೋಳೂರು ಪಾಳ್ಯ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Kodigouda Bin Thimmaiah, No. 64, 6th Cross Road, Cholur Palya, b. For a three-wheel drive vehicle.",0.71
99,2014-15,41.0,"ಸೈಯದ್ ಆರೀಫ್ ಬಿನ್ ಸೈಯದ್ ಅಬೀಬ್,ನಂ.13, 6ನೇ ಮುಖ್ಯರಸ್ತೆ, ಶಾಮಣ್ಣ ಗಾರ್ಡನ್, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Syed Arif bin Syed Abib, No. 13, 6th Main Road, Shamanna Gordon, b. For a three-wheel drive vehicle.",0.72
100,2014-15,42.0,"ವÁರ್ಡ್ ನಂ.157, ಕಸ್ತೂರ ಬಾ ನಗರದ ಅಶ್ವತಪ್ಪ ಗಾರ್ಡನ್‍ನ 4ನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯಲು ಹಾಗೂ ಕಿರುನೀರು ಸರಬರಾಜು ಒದಗಿಸುವ ಕಾಮಗಾರಿ ಹಾಗೂ ಮೋಟಾರ್ ಮತ್ತು ವಿದ್ಯುತ್ ಅಳವಡಿಸಲು (ತಲಾ ರೂ.2.50 ಲಕ್ಷದಂತೆ)","Vardhan No.157, 4th crossing of Kasturba ba city Ashwatappa Gardens and works on providing water supply and water supply and motor and electricity (Rs.2.50 lakh each)",5.0
101,2014-15,43.0,ವೆಂಕಟೇಶ್ವರ ಸ್ಲಂನಲ್ಲಿ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯಲು ಕಿರುನೀರು ಸರಬರಾಜು ಒದಗಿಸಲು ಹಾಗೂ ಮೋಟಾರ್ ಮತ್ತು ವಿದ್ಯುತ್ ಅಳವಡಿಸುವ ಬಗ್ಗೆ. (ತಲಾ 2.50 ಲಕ್ಷದಂತೆ),Venkateshwara slum is about providing mini-water supply to the tube well and installing motor and power. (Like 2.50 lakh each),5.0
102,2014-15,44.0,"ಎನ್.ಅಂತರಾಮ್ ಬಿನ್ ನೀಲಕಂಠ, ನಂ.29, 4ನೇ ಅಡ್ಡರಸ್ತೆ, ಹೊಸಗುಡ್ಡದಹಳ್ಳಿ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","N. Antaram Bin Nilakanta, No. 29, 4th Cross, New Gudaddahalli, b. For a three-wheel drive vehicle.",0.79
103,2014-15,45.0,"ಖಲೀಲ್ ಬಿನ್ ಇಸ್ಮಾಯಲ್, ನಂ.20, 15ನೇ ಅಡ್ಡರಸ್ತೆ, ಶಾಮಣ್ಣನಗರ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Khalil bin Ismail, No.20, 15th Cross, Shamannanagar, b. For a three-wheel drive vehicle.",0.8
104,2014-15,46.0,"ವಿಜಯನಗರ ವಿಧಾನ ಸಭಾ ಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯ ಚಲುವಪ್ಪ ಗಾರ್ಡನ್, ಹೊಸಹಳ್ಳಿ ವಾರ್ಡ್-124 ರಲ್ಲಿ ಶುದ್ಧ ಕುಡಿಯುವ ನೀರಿನ ಘಟಕ ಹಾಗೂ ಆರ್.ಸಿ.sಸಿ ಕಟ್ಟಡ ಸೇರಿದಂತೆ ಕಾಮಗಾರಿ.","Works including the Chaluvappa Garden, Vijayaagar Municipal Council area, Clean drinking water unit in Hosahalli Ward-124 and RCSC building.",8.0
